,指数代码,指数名称,发布日期,开盘指数,最高指数,最低指数,收盘指数,成交量(亿股),成交额(亿元),涨跌幅(%),换手率(%),市盈率(倍),市净率(倍),均价(元),成交额占比(%),流通市值(亿元),平均流通市值(亿元),股息率(%)
0,801003,申万Ａ指,2020/2/24 0:00:00,3615.18,3657.94,3596.12,3646.39,986.01,11944.79,0.65,1.8762,17.28,1.99,16.05,100.0,503801.62,136.49,1.34
1,801003,申万Ａ指,2020/2/21 0:00:00,3590.46,3646.96,3588.64,3622.79,959.77,11379.41,0.77,1.8265,17.18,1.97,15.79,100.0,502520.33,136.15,1.35
2,801003,申万Ａ指,2020/2/20 0:00:00,3529.91,3596.86,3517.21,3595.26,892.47,10426.09,2.12,1.6985,17.08,1.96,15.58,100.0,499520.04,135.33,1.36
3,801003,申万Ａ指,2020/2/19 0:00:00,3533.18,3557.75,3518.89,3520.52,847.57,10091.56,-0.51,1.6134,16.72,1.92,15.25,100.0,489885.23,132.76,1.38
4,801003,申万Ａ指,2020/2/18 0:00:00,3516.7,3538.42,3496.2,3538.42,834.3,9682.63,0.63,1.588,16.8,1.93,15.32,100.0,491572.96,133.25,1.38
5,801003,申万Ａ指,2020/2/17 0:00:00,3436.38,3516.4,3436.36,3516.4,788.75,9089.72,2.8,1.5016,16.72,1.92,15.03,100.0,489729.79,132.75,1.39
6,801003,申万Ａ指,2020/2/14 0:00:00,3399.63,3441.54,3396.32,3420.7,662.09,7823.02,0.46,1.262,16.26,1.87,14.52,100.0,477147.22,129.38,1.43
7,801003,申万Ａ指,2020/2/13 0:00:00,3431.15,3441.79,3396.97,3405.04,723.49,8358.27,-0.74,1.3792,16.19,1.86,14.48,100.0,474909.88,128.81,1.43
8,801003,申万Ａ指,2020/2/12 0:00:00,3375.48,3430.47,3374.73,3430.47,663.67,7621.39,1.36,1.2652,16.31,1.88,14.59,100.0,478313.17,129.76,1.42
9,801003,申万Ａ指,2020/2/11 0:00:00,3383.09,3402.57,3368.22,3384.54,681.53,7591.54,0.18,1.2992,16.1,1.85,14.32,100.0,472968.41,128.35,1.44
10,801003,申万Ａ指,2020/2/10 0:00:00,3336.57,3379.46,3328.03,3378.57,759.22,8553.82,0.9,1.4475,16.07,1.85,14.35,100.0,471401.35,127.96,1.44
11,801003,申万Ａ指,2020/2/7 0:00:00,3327.62,3348.47,3297.43,3348.47,792.84,8968.75,0.46,1.5122,15.93,1.83,14.21,100.0,467617.78,126.93,1.46
12,801003,申万Ａ指,2020/2/6 0:00:00,3261.34,3343.93,3242.02,3332.98,791.09,8838.33,2.42,1.5089,15.86,1.82,14.01,100.0,466102.36,126.56,1.46
13,801003,申万Ａ指,2020/2/5 0:00:00,3209.67,3286.93,3205.8,3254.3,757.67,8397.63,1.93,1.4454,15.49,1.78,13.61,100.0,456358.45,123.91,1.5
14,801003,申万Ａ指,2020/2/4 0:00:00,3052.93,3198.08,3052.93,3192.73,869.3,8842.48,1.7,1.6583,15.21,1.75,13.29,100.0,448954.82,121.9,1.53
15,801003,申万Ａ指,2020/2/3 0:00:00,3111.8,3167.44,3111.8,3139.23,404.94,4964.51,-8.15,0.7733,14.93,1.72,13.17,100.0,440632.85,119.64,1.56
16,801003,申万Ａ指,2020/1/23 0:00:00,3500.52,3515.47,3388.45,3417.64,669.86,7846.8,-3.3,1.2816,16.25,1.87,14.39,100.0,477503.2,129.65,1.43
17,801003,申万Ａ指,2020/1/22 0:00:00,3499.77,3544.17,3457.4,3534.23,565.09,6809.05,0.49,1.0824,16.8,1.93,14.92,100.0,492091.15,133.65,1.38
18,801003,申万Ａ指,2020/1/21 0:00:00,3554.95,3555.0,3516.34,3516.89,559.08,6623.24,-1.38,1.0712,16.71,1.93,14.84,100.0,490303.79,133.23,1.39
19,801003,申万Ａ指,2020/1/20 0:00:00,3538.99,3566.07,3525.11,3566.07,528.3,6480.27,1.02,1.0124,16.94,1.95,14.97,100.0,496714.21,134.98,1.37
20,801003,申万Ａ指,2020/1/17 0:00:00,3542.71,3553.18,3522.07,3530.02,480.7,5757.12,-0.08,0.9224,16.77,1.93,14.79,100.0,491823.94,133.68,1.39
21,801003,申万Ａ指,2020/1/16 0:00:00,3548.44,3549.93,3527.5,3532.99,503.54,5872.89,-0.29,0.9668,16.78,1.93,14.83,100.0,492130.63,133.77,1.39
22,801003,申万Ａ指,2020/1/15 0:00:00,3552.1,3558.12,3524.6,3543.21,530.46,5993.17,-0.37,1.0186,16.83,1.94,14.82,100.0,494088.81,134.34,1.38
23,801003,申万Ａ指,2020/1/14 0:00:00,3575.24,3578.05,3554.93,3556.2,603.35,6864.04,-0.27,1.1587,16.89,1.95,14.83,100.0,496283.53,134.93,1.38
24,801003,申万Ａ指,2020/1/13 0:00:00,3526.59,3565.81,3511.01,3565.81,552.49,6561.0,1.12,1.0611,16.94,1.95,14.87,100.0,497432.01,135.25,1.37
25,801003,申万Ａ指,2020/1/10 0:00:00,3541.24,3542.77,3512.89,3526.28,562.47,6291.91,-0.14,1.0804,16.76,1.93,14.66,100.0,492662.6,133.98,1.39
26,801003,申万Ａ指,2020/1/9 0:00:00,3508.41,3531.11,3508.31,3531.11,636.42,6934.88,1.44,1.2227,16.78,1.94,14.64,100.0,493164.37,134.12,1.39
27,801003,申万Ａ指,2020/1/8 0:00:00,3509.56,3520.45,3472.63,3481.01,756.49,7655.18,-1.24,1.4541,16.54,1.91,14.39,100.0,487180.26,132.49,1.41
28,801003,申万Ａ指,2020/1/7 0:00:00,3493.95,3524.61,3493.94,3524.61,687.43,7197.99,1.05,1.3212,16.75,1.93,14.55,100.0,493044.98,134.13,1.39
29,801003,申万Ａ指,2020/1/6 0:00:00,3463.64,3515.22,3459.46,3487.94,748.12,7912.81,0.21,1.4386,16.59,1.91,14.35,100.0,488248.62,132.86,1.41
30,801003,申万Ａ指,2020/1/3 0:00:00,3483.75,3490.46,3464.94,3480.68,632.1,6853.43,0.1,1.2158,16.57,1.91,14.27,100.0,487281.46,132.63,1.41
31,801003,申万Ａ指,2020/1/2 0:00:00,3444.88,3483.49,3443.76,3477.18,682.21,7419.12,1.59,1.3136,16.55,1.9,14.24,100.0,486619.02,132.45,1.41
32,801003,申万Ａ指,2019/12/31 0:00:00,3404.59,3423.2,3401.49,3422.84,497.67,5256.11,0.46,0.9584,16.3,1.87,14.01,100.0,479779.48,130.59,1.44
33,801003,申万Ａ指,2019/12/30 0:00:00,3359.8,3407.41,3338.29,3407.27,567.85,6022.62,1.13,1.0942,16.23,1.86,13.93,100.0,477227.94,129.96,1.44
34,801003,申万Ａ指,2019/12/27 0:00:00,3386.54,3410.05,3367.65,3369.1,595.21,6216.4,-0.43,1.1482,16.03,1.84,13.85,100.0,471825.49,128.46,1.46
35,801003,申万Ａ指,2019/12/26 0:00:00,3356.81,3383.5,3356.81,3383.5,471.18,4916.06,0.81,0.9091,16.1,1.85,13.94,100.0,472830.48,128.77,1.46
36,801003,申万Ａ指,2019/12/25 0:00:00,3346.71,3363.24,3341.02,3356.16,460.41,4903.04,0.19,0.8888,15.96,1.83,13.8,100.0,468517.08,127.7,1.47
37,801003,申万Ａ指,2019/12/24 0:00:00,3317.48,3349.69,3314.33,3349.69,424.33,4335.11,1.14,0.8192,15.93,1.83,13.73,100.0,468068.61,127.54,1.48
38,801003,申万Ａ指,2019/12/23 0:00:00,3359.52,3371.12,3310.29,3312.01,510.6,5246.47,-1.63,0.9863,15.76,1.81,13.5,100.0,463629.42,126.47,1.49
39,801003,申万Ａ指,2019/12/20 0:00:00,3391.57,3397.32,3366.74,3366.97,557.59,5608.21,-0.63,1.0773,16.01,1.84,13.75,100.0,470680.58,128.32,1.47
40,801003,申万Ａ指,2019/12/19 0:00:00,3385.53,3393.71,3376.43,3388.26,553.15,5666.21,0.11,1.0689,16.11,1.85,13.87,100.0,473260.03,128.99,1.46
41,801003,申万Ａ指,2019/12/18 0:00:00,3386.76,3403.24,3377.57,3384.62,619.58,6529.42,-0.1,1.1972,16.09,1.85,13.87,100.0,472440.32,128.77,1.46
42,801003,申万Ａ指,2019/12/17 0:00:00,3345.2,3402.44,3342.91,3387.92,714.33,7407.74,1.31,1.3806,16.1,1.85,13.84,100.0,472946.54,128.97,1.46
43,801003,申万Ａ指,2019/12/16 0:00:00,3314.67,3344.07,3309.07,3344.07,559.98,6127.99,1.07,1.0829,15.91,1.83,13.69,100.0,466821.63,127.34,1.48
44,801003,申万Ａ指,2019/12/13 0:00:00,3280.73,3310.72,3279.57,3308.7,501.81,5563.79,1.64,0.9707,15.75,1.81,13.47,100.0,462801.29,126.24,1.5
45,801003,申万Ａ指,2019/12/12 0:00:00,3263.98,3267.69,3252.94,3255.16,402.49,4373.41,-0.21,0.7788,15.48,1.78,13.27,100.0,455304.05,124.23,1.52
46,801003,申万Ａ指,2019/12/11 0:00:00,3268.89,3270.03,3252.16,3262.09,426.64,4504.59,-0.14,0.8254,15.51,1.78,13.29,100.0,456415.27,124.5,1.52
47,801003,申万Ａ指,2019/12/10 0:00:00,3249.09,3266.8,3244.44,3266.8,407.27,4388.37,0.32,0.7879999999999999,15.53,1.79,13.33,100.0,456339.0,124.55,1.51
48,801003,申万Ａ指,2019/12/9 0:00:00,3261.11,3264.56,3248.27,3256.24,412.18,4499.97,0.03,0.7978,15.48,1.78,13.23,100.0,455263.71,124.25,1.52
49,801003,申万Ａ指,2019/12/6 0:00:00,3236.18,3255.13,3230.32,3255.13,359.82,4029.71,0.67,0.6966,15.47,1.78,13.22,100.0,454783.56,124.16,1.52
50,801003,申万Ａ指,2019/12/5 0:00:00,3211.89,3237.13,3211.16,3233.52,370.37,4171.47,0.94,0.7172,15.37,1.77,13.11,100.0,452057.37,123.45,1.53
51,801003,申万Ａ指,2019/12/4 0:00:00,3190.92,3207.86,3190.48,3203.38,325.47,3487.92,0.04,0.6302,15.23,1.75,12.94,100.0,448327.75,122.46,1.55
52,801003,申万Ａ指,2019/12/3 0:00:00,3178.43,3202.23,3165.9,3202.23,314.47,3401.09,0.49,0.6089,15.23,1.75,12.91,100.0,448589.51,122.53,1.55
53,801003,申万Ａ指,2019/12/2 0:00:00,3184.82,3196.86,3184.82,3186.77,310.03,3351.2,0.2,0.6007,15.16,1.74,12.84,100.0,446773.99,122.07,1.56
54,801003,申万Ａ指,2019/11/29 0:00:00,3192.21,3195.5,3157.45,3180.38,303.07,3341.28,-0.47,0.5873,15.13,1.74,12.81,100.0,446129.76,121.96,1.56
55,801003,申万Ａ指,2019/11/28 0:00:00,3205.0,3214.94,3188.14,3195.24,297.48,3101.57,-0.32,0.5765,15.2,1.75,12.86,100.0,448531.79,122.65,1.55
56,801003,申万Ａ指,2019/11/27 0:00:00,3205.06,3218.22,3192.85,3205.39,330.13,3479.25,-0.16,0.6399,15.25,1.75,12.89,100.0,450093.14,123.11,1.55
57,801003,申万Ａ指,2019/11/26 0:00:00,3214.42,3219.09,3199.53,3210.53,375.63,3834.66,0.12,0.7281,15.27,1.76,12.89,100.0,450829.95,123.31,1.55
58,801003,申万Ａ指,2019/11/25 0:00:00,3201.22,3208.97,3177.5,3206.64,402.04,4125.07,0.17,0.7797,15.25,1.76,12.88,100.0,450116.64,123.12,1.55
59,801003,申万Ａ指,2019/11/22 0:00:00,3239.82,3262.62,3187.04,3201.33,406.04,4621.25,-1.05,0.7874,15.21,1.75,13.02,100.0,447931.65,122.52,1.55
60,801003,申万Ａ指,2019/11/21 0:00:00,3234.14,3246.46,3224.49,3235.35,322.66,3515.89,-0.3,0.6259,15.36,1.77,13.22,100.0,451912.17,123.61,1.54
61,801003,申万Ａ指,2019/11/20 0:00:00,3267.52,3271.68,3242.15,3245.22,365.78,4163.62,-0.79,0.7097,15.4,1.77,13.24,100.0,452978.71,123.93,1.53
62,801003,申万Ａ指,2019/11/19 0:00:00,3225.61,3271.11,3225.38,3271.11,359.3,4097.74,1.38,0.6973,15.53,1.79,13.3,100.0,456185.93,124.81,1.52
63,801003,申万Ａ指,2019/11/18 0:00:00,3200.61,3229.43,3196.84,3226.65,313.3,3511.62,0.72,0.6096,15.35,1.76,13.07,100.0,449979.77,123.15,1.54
64,801003,申万Ａ指,2019/11/15 0:00:00,3232.0,3239.09,3203.46,3203.46,345.23,3896.41,-0.9,0.6719,15.24,1.75,12.98,100.0,446549.43,122.24,1.55
65,801003,申万Ａ指,2019/11/14 0:00:00,3220.97,3240.12,3216.97,3232.46,330.76,3770.98,0.43,0.6439,15.37,1.77,13.12,100.0,449948.66,123.24,1.54
66,801003,申万Ａ指,2019/11/13 0:00:00,3221.45,3226.06,3206.75,3218.53,310.27,3493.02,-0.11,0.604,15.31,1.76,13.01,100.0,448749.46,122.91,1.55
67,801003,申万Ａ指,2019/11/12 0:00:00,3220.0,3226.26,3191.7,3222.15,332.55,3568.37,0.11,0.6475,15.33,1.76,12.98,100.0,449619.68,123.15,1.55
68,801003,申万Ａ指,2019/11/11 0:00:00,3267.76,3267.87,3214.61,3218.71,385.36,4117.23,-2.07,0.7505,15.31,1.76,12.94,100.0,448693.65,122.9,1.55
69,801003,申万Ａ指,2019/11/8 0:00:00,3318.36,3321.51,3285.83,3286.83,378.78,4375.04,-0.38,0.7377,15.64,1.8,13.24,100.0,457561.8,125.33,1.52
70,801003,申万Ａ指,2019/11/7 0:00:00,3284.54,3306.44,3280.59,3299.47,349.76,3864.51,0.41,0.6812,15.68,1.8,13.26,100.0,459458.33,125.88,1.51
71,801003,申万Ａ指,2019/11/6 0:00:00,3309.42,3309.43,3276.08,3285.88,394.0,4401.13,-0.68,0.7674,15.62,1.79,13.17,100.0,458255.64,125.55,1.52
72,801003,申万Ａ指,2019/11/5 0:00:00,3295.2,3324.06,3281.14,3308.33,415.03,4699.68,0.5,0.8084,15.72,1.8,13.28,100.0,460796.36,126.25,1.51
73,801003,申万Ａ指,2019/11/4 0:00:00,3280.1,3301.93,3280.01,3291.78,402.44,4611.32,0.62,0.7841,15.64,1.79,13.22,100.0,458248.24,125.65,1.51
74,801003,申万Ａ指,2019/11/1 0:00:00,3222.72,3273.9,3217.26,3271.63,381.69,4259.17,1.35,0.7437,15.54,1.78,13.13,100.0,455652.69,124.97,1.52
75,801003,申万Ａ指,2019/10/31 0:00:00,3251.88,3256.58,3224.9,3228.14,398.03,4378.48,-0.51,0.7756,15.35,1.76,12.99,100.0,450333.94,123.55,1.55
76,801003,申万Ａ指,2019/10/30 0:00:00,3259.97,3261.72,3238.26,3244.78,424.46,4551.44,-0.77,0.8272,15.43,1.79,13.11,100.0,452281.12,124.08,1.54
77,801003,申万Ａ指,2019/10/29 0:00:00,3300.57,3300.59,3269.82,3269.82,480.67,5254.01,-0.88,0.9371,15.54,1.82,13.22,100.0,454957.25,124.82,1.53
78,801003,申万Ａ指,2019/10/28 0:00:00,3267.98,3298.97,3267.97,3298.97,469.68,5107.13,1.33,0.9161,15.68,1.84,13.39,100.0,458239.95,125.75,1.52
79,801003,申万Ａ指,2019/10/25 0:00:00,3231.84,3258.62,3215.27,3255.7,359.47,3984.98,0.71,0.7011,15.48,1.83,13.16,100.0,453352.4,124.41,1.54
80,801003,申万Ａ指,2019/10/24 0:00:00,3236.91,3245.16,3213.95,3232.84,330.99,3519.15,-0.1,0.6456,15.38,1.82,13.05,100.0,450260.4,123.6,1.55
81,801003,申万Ａ指,2019/10/23 0:00:00,3257.46,3258.91,3228.82,3236.06,336.89,3581.72,-0.69,0.6571,15.39,1.82,13.08,100.0,450448.5,123.65,1.55
82,801003,申万Ａ指,2019/10/22 0:00:00,3240.6,3258.49,3233.87,3258.49,323.29,3506.46,0.77,0.6305,15.49,1.84,13.15,100.0,452958.03,124.37,1.54
83,801003,申万Ａ指,2019/10/21 0:00:00,3232.64,3234.64,3211.69,3233.48,339.83,3614.67,-0.08,0.6628,15.37,1.82,12.97,100.0,449975.94,123.59,1.56
84,801003,申万Ａ指,2019/10/18 0:00:00,3285.07,3292.87,3230.99,3236.2,385.59,4075.13,-1.32,0.7523,15.37,1.83,13.06,100.0,449286.9,123.4,1.55
85,801003,申万Ａ指,2019/10/17 0:00:00,3282.93,3289.61,3270.73,3279.64,327.23,3554.38,-0.01,0.6385,15.58,1.85,13.21,100.0,454528.14,124.8,1.53
86,801003,申万Ａ指,2019/10/16 0:00:00,3295.9,3309.11,3277.95,3279.99,380.93,4168.66,-0.43,0.7434,15.55,1.85,13.21,100.0,453980.39,124.65,1.54
87,801003,申万Ａ指,2019/10/15 0:00:00,3316.46,3316.5,3288.77,3294.12,419.83,4526.55,-0.85,0.8195,15.62,1.86,13.27,100.0,455687.2,125.12,1.53
88,801003,申万Ａ指,2019/10/14 0:00:00,3307.48,3338.5,3302.92,3322.41,491.59,5278.32,1.26,0.9599,15.75,1.87,13.42,100.0,458495.23,125.89,
89,801003,申万Ａ指,2019/10/11 0:00:00,3269.82,3290.48,3250.52,3281.19,402.84,4511.32,0.57,0.7867,15.55,1.85,13.22,100.0,453099.25,124.41,1.54
90,801003,申万Ａ指,2019/10/10 0:00:00,3225.93,3263.33,3220.3,3262.59,354.0,4146.19,1.13,0.6917,15.45,1.84,13.21,100.0,449812.44,123.51,1.54
91,801003,申万Ａ指,2019/10/9 0:00:00,3198.26,3226.18,3186.49,3226.18,317.14,3605.75,0.51,0.6196,15.28,1.81,13.0,100.0,445791.03,122.4,1.56
92,801003,申万Ａ指,2019/10/8 0:00:00,3204.51,3234.44,3204.46,3209.9,311.75,3657.94,0.32,0.6093,15.21,1.8,12.88,100.0,443555.44,121.82,1.57
93,801003,申万Ａ指,2019/9/30 0:00:00,3230.55,3240.99,3199.69,3199.69,297.71,3404.06,-1.07,0.5823,15.15,1.8,12.9,100.0,441695.19,121.31,1.58
94,801003,申万Ａ指,2019/9/27 0:00:00,3216.81,3241.7,3213.13,3234.28,345.68,3906.9,0.56,0.6763,15.31,1.81,13.05,100.0,445646.06,122.4,1.56
95,801003,申万Ａ指,2019/9/26 0:00:00,3282.99,3285.89,3216.22,3216.22,472.89,5280.23,-1.77,0.9255,15.22,1.8,12.92,100.0,443987.93,121.97,1.57
96,801003,申万Ａ指,2019/9/25 0:00:00,3304.0,3304.09,3274.21,3274.21,449.06,5158.86,-1.29,0.8786,15.49,1.84,13.32,100.0,450457.71,123.75,1.54
97,801003,申万Ａ指,2019/9/24 0:00:00,3309.6,3341.04,3303.21,3317.0,443.06,5368.91,0.31,0.867,15.67,1.86,13.57,100.0,455721.29,125.2,1.52
98,801003,申万Ａ指,2019/9/23 0:00:00,3330.27,3330.3,3285.14,3306.91,436.84,5021.42,-0.98,0.8553,15.62,1.86,13.49,100.0,454454.48,124.88,1.53
99,801003,申万Ａ指,2019/9/20 0:00:00,3339.38,3347.85,3328.4,3339.77,460.86,5411.32,0.21,0.9031,15.78,1.87,13.56,100.0,458348.94,125.95,1.51
100,801003,申万Ａ指,2019/9/19 0:00:00,3317.42,3332.78,3298.89,3332.78,425.16,4838.8,0.73,0.8332,15.76,1.87,13.54,100.0,457140.63,125.62,1.52
101,801003,申万Ａ指,2019/9/18 0:00:00,3306.38,3317.76,3300.07,3308.52,420.92,4797.75,0.3,0.825,15.65,1.86,13.37,100.0,454429.46,124.88,1.53
102,801003,申万Ａ指,2019/9/17 0:00:00,3356.0,3356.11,3288.68,3298.7,547.51,5792.95,-1.94,1.0731,15.6,1.85,13.32,100.0,453143.02,124.52,1.53
103,801003,申万Ａ指,2019/9/16 0:00:00,3374.26,3374.26,3352.19,3364.12,536.37,5757.66,0.0,1.0515,15.91,1.89,13.59,100.0,461393.19,126.83,1.5
104,801003,申万Ａ指,2019/9/12 0:00:00,3347.37,3367.55,3334.08,3364.26,481.76,5285.5,0.81,0.9445,15.92,1.89,13.54,100.0,461072.42,126.74,1.51
105,801003,申万Ａ指,2019/9/11 0:00:00,3370.52,3370.8,3333.74,3337.18,574.13,6344.26,-0.72,1.1258,15.78,1.87,13.44,100.0,457696.99,125.84,1.52
106,801003,申万Ａ指,2019/9/10 0:00:00,3369.78,3369.79,3341.77,3361.45,617.93,6870.81,-0.16,1.2118,15.89,1.89,13.57,100.0,460425.31,126.59,1.51
107,801003,申万Ａ指,2019/9/9 0:00:00,3347.53,3366.71,3331.61,3366.71,626.49,7075.51,1.42,1.2288,15.92,1.89,13.58,100.0,461091.86,126.78,1.51
108,801003,申万Ａ指,2019/9/6 0:00:00,3317.92,3320.67,3296.2,3319.54,542.75,6212.43,0.47,1.0641,15.71,1.87,13.28,100.0,455927.86,125.32,1.56
109,801003,申万Ａ指,2019/9/5 0:00:00,3291.16,3336.96,3291.08,3304.1,727.78,7830.9,0.96,1.4271,15.62,1.86,13.15,100.0,453865.73,124.93,1.56
110,801003,申万Ａ指,2019/9/4 0:00:00,3241.57,3272.64,3239.45,3272.64,549.76,5912.25,0.8,1.0782,15.47,1.84,13.02,100.0,449900.16,123.84,1.58
111,801003,申万Ａ指,2019/9/3 0:00:00,3238.02,3246.61,3228.52,3246.61,490.58,5440.5,0.4,0.9625,15.34,1.82,12.93,100.0,446144.55,122.84,1.56
112,801003,申万Ａ指,2019/9/2 0:00:00,3178.21,3237.3,3177.34,3233.67,496.11,5422.29,1.84,0.9731,15.28,1.81,12.84,100.0,444690.45,122.47,1.57
113,801003,申万Ａ指,2019/8/30 0:00:00,3208.67,3215.79,3160.24,3175.16,491.45,5379.78,-0.48,0.9642,17.29,1.79,12.53,100.0,437570.67,120.54,1.59
114,801003,申万Ａ指,2019/8/29 0:00:00,3198.23,3201.45,3179.91,3190.41,448.06,4653.25,-0.14,0.8791,17.36,1.81,12.65,100.0,438850.4,120.93,1.59
115,801003,申万Ａ指,2019/8/28 0:00:00,3202.25,3205.47,3185.01,3194.87,466.48,4825.29,-0.24,0.9153,17.39,1.82,12.64,100.0,439542.43,121.12,1.59
116,801003,申万Ａ指,2019/8/27 0:00:00,3172.26,3222.79,3172.04,3202.68,517.61,5479.22,1.56,1.0157,17.44,1.84,12.65,100.0,440653.25,121.43,1.59
117,801003,申万Ａ指,2019/8/26 0:00:00,3129.82,3161.87,3129.82,3153.54,424.63,4499.49,-1.06,0.8333,17.18,1.82,12.43,100.0,434208.44,119.65,1.61
118,801003,申万Ａ指,2019/8/23 0:00:00,3178.75,3194.19,3170.17,3187.41,417.55,4536.79,0.33,0.8197,17.37,1.85,12.51,100.0,438813.99,120.92,1.63
119,801003,申万Ａ指,2019/8/22 0:00:00,3175.72,3177.05,3155.81,3177.05,403.88,4284.2,0.31,0.7929999999999999,17.31,1.85,12.53,100.0,437231.7,120.48,1.63
120,801003,申万Ａ指,2019/8/21 0:00:00,3161.43,3175.61,3158.94,3167.12,404.21,4364.77,-0.02,0.7935,17.25,1.84,12.48,100.0,436054.02,120.13,1.63
121,801003,申万Ａ指,2019/8/20 0:00:00,3166.75,3182.76,3160.55,3167.75,480.47,5088.78,0.03,0.9434,17.25,1.85,12.47,100.0,435999.91,120.11,1.64
122,801003,申万Ａ指,2019/8/19 0:00:00,3109.74,3166.86,3104.87,3166.86,514.35,5629.05,2.63,1.01,17.26,1.85,12.45,100.0,436096.45,120.14,1.64
123,801003,申万Ａ指,2019/8/16 0:00:00,3071.58,3106.64,3068.3,3085.7,365.96,4119.23,0.48,0.7189,16.83,1.8,12.08,100.0,425728.09,117.28,1.69
124,801003,申万Ａ指,2019/8/15 0:00:00,2998.97,3070.87,2993.07,3070.87,361.98,3751.65,0.39,0.7112,16.75,1.8,12.0,100.0,424181.31,116.92,1.7
125,801003,申万Ａ指,2019/8/14 0:00:00,3079.1,3085.05,3056.71,3059.01,347.6,3814.33,0.53,0.6829,16.68,1.79,11.95,100.0,422926.65,116.57,1.66
126,801003,申万Ａ指,2019/8/13 0:00:00,3043.47,3052.25,3033.87,3042.84,297.52,3190.88,-0.72,0.5846,16.59,1.78,11.87,100.0,420793.41,115.98,1.68
127,801003,申万Ａ指,2019/8/12 0:00:00,3018.7,3064.75,3013.4,3064.75,310.96,3403.85,1.8,0.611,16.72,1.8,11.92,100.0,423649.96,116.8,1.66
128,801003,申万Ａ指,2019/8/9 0:00:00,3057.23,3058.59,3007.07,3010.52,338.64,3567.84,-1.06,0.6659,16.42,1.77,11.69,100.0,416563.51,114.88,1.7
129,801003,申万Ａ指,2019/8/8 0:00:00,3028.98,3047.26,3027.62,3042.81,319.78,3360.43,1.04,0.6289,16.59,1.79,11.82,100.0,420150.93,115.9,1.69
130,801003,申万Ａ指,2019/8/7 0:00:00,3039.12,3042.34,3011.36,3011.36,338.63,3470.02,-0.38,0.6661,16.42,1.77,11.71,100.0,416003.95,114.76,1.7
131,801003,申万Ａ指,2019/8/6 0:00:00,3020.76,3033.66,2968.13,3022.81,494.85,4791.99,-1.76,0.9734,16.48,1.78,11.75,100.0,417428.24,115.15,1.69
132,801003,申万Ａ指,2019/8/5 0:00:00,3110.64,3130.11,3076.99,3076.99,362.98,3801.61,-1.55,0.7140000000000001,16.76,1.81,11.99,100.0,424254.83,117.07,1.63
133,801003,申万Ａ指,2019/8/2 0:00:00,3110.03,3129.46,3100.28,3125.38,402.42,4096.45,-1.48,0.7926,17.05,1.84,12.13,100.0,430614.14,118.86,1.61
134,801003,申万Ａ指,2019/8/1 0:00:00,3178.24,3191.42,3161.46,3172.18,324.62,3436.49,-0.66,0.6397,17.3,1.87,12.29,100.0,436193.28,120.46,1.58
135,801003,申万Ａ指,2019/7/31 0:00:00,3209.05,3209.21,3189.67,3193.14,320.61,3319.92,-0.77,0.6317,17.42,1.88,12.33,100.0,439286.56,121.35,1.57
136,801003,申万Ａ指,2019/7/30 0:00:00,3207.92,3235.82,3207.91,3217.82,349.62,3583.75,0.42,0.6890000000000001,17.55,1.89,12.39,100.0,442445.44,122.22,1.55
137,801003,申万Ａ指,2019/7/29 0:00:00,3206.02,3211.41,3192.85,3204.35,309.32,3216.5,-0.07,0.6097,17.47,1.88,12.34,100.0,440636.17,121.72,1.55
138,801003,申万Ａ指,2019/7/26 0:00:00,3190.53,3209.4,3186.22,3206.48,319.55,3307.93,0.17,0.6299,17.49,1.89,12.32,100.0,440930.0,121.8,1.57
139,801003,申万Ａ指,2019/7/25 0:00:00,3182.98,3201.17,3177.1,3201.03,350.85,3700.84,0.59,0.6917,17.48,1.88,12.31,100.0,440071.82,121.6,1.56
140,801003,申万Ａ指,2019/7/24 0:00:00,3161.14,3196.96,3161.02,3182.35,362.62,3768.95,0.98,0.7149,17.37,1.87,12.25,100.0,437718.64,120.98,1.57
141,801003,申万Ａ指,2019/7/23 0:00:00,3131.61,3151.35,3129.53,3151.35,290.03,2997.88,0.66,0.5719,17.2,1.85,12.08,100.0,434037.57,119.97,1.59
142,801003,申万Ａ指,2019/7/22 0:00:00,3185.09,3185.09,3126.66,3130.74,382.92,3647.91,-1.61,0.7552,17.1,1.84,11.94,100.0,431803.2,119.38,1.57
143,801003,申万Ａ指,2019/7/19 0:00:00,3168.72,3202.65,3168.55,3181.83,349.5,3489.86,0.8,0.6895,17.35,1.87,12.25,100.0,437523.96,120.96,1.55
144,801003,申万Ａ指,2019/7/18 0:00:00,3187.4,3187.59,3156.5,3156.5,371.86,3621.28,-1.36,0.7340000000000001,17.2,1.85,12.19,100.0,433962.25,119.91,1.55
145,801003,申万Ａ指,2019/7/17 0:00:00,3196.08,3212.47,3187.3,3199.86,384.06,3802.34,-0.02,0.7578,17.43,1.88,12.42,100.0,439336.3,121.43,1.56
146,801003,申万Ａ指,2019/7/16 0:00:00,3200.85,3208.97,3192.87,3200.64,342.8,3521.18,-0.15,0.6765,17.43,1.88,12.42,100.0,439697.89,121.53,1.59
147,801003,申万Ａ指,2019/7/15 0:00:00,3170.65,3216.13,3135.98,3205.48,408.65,4211.07,0.73,0.8064,17.46,1.88,12.4,100.0,440306.06,121.7,1.58
