,指数代码,指数名称,发布日期,开盘指数,最高指数,最低指数,收盘指数,成交量(亿股),成交额(亿元),涨跌幅(%),换手率(%),市盈率(倍),市净率(倍),均价(元),成交额占比(%),流通市值(亿元),平均流通市值(亿元),股息率(%)
2351,801003,申万Ａ指,2010/6/7 0:00:00,2288.1,2313.16,2276.99,2298.72,109.99,1365.95,-1.39,0.73,20.44,2.69,16.02,100.0,129965.1,73.68,1.19
2352,801003,申万Ａ指,2010/6/4 0:00:00,2311.32,2333.99,2305.16,2331.11,95.35,1138.54,0.34,0.63,20.73,2.73,15.93,100.0,131788.5,74.71,1.2
2353,801003,申万Ａ指,2010/6/3 0:00:00,2346.73,2365.2,2322.79,2323.25,114.44,1386.82,-0.59,0.76,20.7,2.71,15.75,100.0,131528.39,74.69,1.01
2354,801003,申万Ａ指,2010/6/2 0:00:00,2310.26,2337.33,2287.56,2337.11,103.12,1213.01,0.33,0.68,20.82,2.73,15.84,100.0,132320.72,75.14,1.01
2355,801003,申万Ａ指,2010/6/1 0:00:00,2339.01,2357.06,2295.13,2329.39,121.28,1424.13,-1.15,0.8,20.77,2.72,15.56,100.0,131934.54,75.09,1.01
2356,801003,申万Ａ指,2010/5/31 0:00:00,2406.52,2425.06,2356.36,2356.4,128.66,1559.44,-2.46,0.85,21.01,2.75,15.84,100.0,133438.54,76.12,0.99
2357,801003,申万Ａ指,2010/5/28 0:00:00,2436.79,2442.14,2401.7,2415.88,141.34,1745.79,0.03,0.94,21.53,2.82,16.32,100.0,136752.83,78.01,0.96
2358,801003,申万Ａ指,2010/5/27 0:00:00,2375.41,2420.22,2347.13,2415.24,139.67,1677.51,1.5,0.92,21.53,2.82,16.28,100.0,136739.19,78.0,0.98
2359,801003,申万Ａ指,2010/5/26 0:00:00,2373.51,2395.93,2362.56,2379.66,109.34,1320.44,0.15,0.72,21.28,2.76,15.91,100.0,135120.45,77.26,0.69
2360,801003,申万Ａ指,2010/5/25 0:00:00,2399.35,2404.66,2361.1,2376.05,147.05,1756.85,-1.67,0.98,21.25,2.76,15.95,100.0,134753.25,77.05,0.69
2361,801003,申万Ａ指,2010/5/24 0:00:00,2346.3,2421.83,2345.62,2416.4,177.97,2113.18,3.67,1.18,21.61,2.81,16.02,100.0,136983.65,78.32,0.67
2362,801003,申万Ａ指,2010/5/21 0:00:00,2237.91,2331.07,2229.22,2330.75,131.94,1497.76,1.55,0.88,20.84,2.71,15.36,100.0,132068.81,75.51,0.67
2363,801003,申万Ａ指,2010/5/20 0:00:00,2308.28,2350.93,2290.87,2295.09,105.09,1241.59,-1.31,0.7,20.52,2.66,15.03,100.0,130014.59,74.34,
2364,801003,申万Ａ指,2010/5/19 0:00:00,2315.07,2359.0,2292.6,2325.45,112.47,1333.93,-0.11,0.75,20.79,2.7,15.34,100.0,131753.43,75.33,0.67
2365,801003,申万Ａ指,2010/5/18 0:00:00,2289.55,2334.68,2262.66,2328.03,129.0,1425.88,1.44,0.86,20.8,2.7,15.25,100.0,131878.71,75.4,0.67
2366,801003,申万Ａ指,2010/5/17 0:00:00,2391.41,2392.14,2294.05,2294.98,125.07,1439.04,-5.3,0.83,20.46,2.66,15.13,100.0,129822.95,74.35,0.67
2367,801003,申万Ａ指,2010/5/14 0:00:00,2415.17,2438.49,2402.72,2423.43,113.48,1388.21,-0.33,0.76,21.75,2.81,16.1,100.0,136472.94,78.16,0.63
2368,801003,申万Ａ指,2010/5/13 0:00:00,2374.36,2431.48,2364.8,2431.48,127.03,1491.41,2.34,0.85,21.82,2.82,16.04,100.0,136889.08,78.4,0.62
2369,801003,申万Ａ指,2010/5/12 0:00:00,2357.23,2394.3,2330.38,2375.92,125.4,1477.86,-0.02,0.84,21.32,2.76,15.6,100.0,133762.4,76.79,0.63
2370,801003,申万Ａ指,2010/5/11 0:00:00,2471.62,2477.31,2368.55,2376.37,135.55,1679.46,-2.12,0.91,21.31,2.76,15.99,100.0,133804.02,76.81,0.63
2371,801003,申万Ａ指,2010/5/10 0:00:00,2429.17,2448.65,2378.82,2427.82,128.58,1630.88,-0.01,0.86,21.77,2.82,16.43,100.0,136649.09,78.44,0.62
2372,801003,申万Ａ指,2010/5/7 0:00:00,2421.12,2472.23,2406.71,2428.18,141.15,1810.51,-1.8,0.95,21.74,2.82,16.68,100.0,136405.13,78.48,0.62
2373,801003,申万Ａ指,2010/5/6 0:00:00,2557.83,2557.89,2470.86,2472.61,145.2,1921.28,-3.82,0.98,22.09,2.87,17.04,100.0,138933.61,79.94,0.61
2374,801003,申万Ａ指,2010/5/5 0:00:00,2513.97,2571.18,2490.45,2570.84,144.94,1873.46,1.16,0.98,23.05,2.98,17.6,100.0,144677.36,83.29,0.57
2375,801003,申万Ａ指,2010/5/4 0:00:00,2524.19,2569.04,2513.31,2541.43,104.1,1333.3,-1.16,0.7,22.73,2.94,17.02,100.0,142605.96,82.29,0.58
2376,801003,申万Ａ指,2010/4/30 0:00:00,2580.71,2586.02,2527.29,2571.36,140.64,1806.64,-0.5,0.95,23.58,2.98,17.09,100.0,144392.11,83.32,0.57
2377,801003,申万Ａ指,2010/4/29 0:00:00,2631.44,2648.42,2583.9,2584.23,143.04,1926.6,-1.46,0.97,23.66,3.02,17.52,100.0,145037.48,83.89,0.56
2378,801003,申万Ａ指,2010/4/28 0:00:00,2605.82,2640.53,2591.57,2622.43,132.73,1801.49,-0.37,0.9,24.0,3.1,18.09,100.0,147203.5,85.09,0.55
2379,801003,申万Ａ指,2010/4/27 0:00:00,2677.74,2678.82,2591.5,2632.25,171.47,2252.17,-2.02,1.18,24.17,3.14,18.2,100.0,145985.36,84.63,0.55
2380,801003,申万Ａ指,2010/4/26 0:00:00,2698.62,2708.09,2682.36,2686.52,147.62,2078.0,-0.42,1.02,24.68,3.21,18.76,100.0,149149.98,86.46,0.54
2381,801003,申万Ａ指,2010/4/23 0:00:00,2707.52,2728.7,2683.85,2697.77,172.85,2440.62,-0.59,1.2,24.78,3.24,18.92,100.0,149775.1,86.83,0.54
2382,801003,申万Ａ指,2010/4/22 0:00:00,2721.84,2734.33,2689.7,2713.75,197.83,2715.89,-0.73,1.37,24.92,3.27,19.03,100.0,150631.41,87.42,0.53
2383,801003,申万Ａ指,2010/4/21 0:00:00,2679.57,2735.19,2676.22,2733.68,190.94,2597.43,2.11,1.32,25.12,3.3,18.91,100.0,151726.42,88.06,0.53
2384,801003,申万Ａ指,2010/4/20 0:00:00,2674.95,2688.02,2633.29,2677.07,168.3,2222.56,0.14,1.16,24.6,3.23,18.36,100.0,148608.41,86.25,0.54
2385,801003,申万Ａ指,2010/4/19 0:00:00,2774.62,2775.45,2671.62,2673.32,204.71,2665.69,-4.74,1.42,24.56,3.23,18.19,100.0,148288.2,86.21,0.54
2386,801003,申万Ａ指,2010/4/16 0:00:00,2824.35,2827.0,2796.05,2806.4,133.33,1811.32,-0.86,0.92,25.77,3.39,18.96,100.0,155346.28,90.32,0.51
2387,801003,申万Ａ指,2010/4/15 0:00:00,2844.09,2850.56,2806.61,2830.61,174.99,2411.69,-0.45,1.21,26.01,3.42,19.0,100.0,156643.41,91.23,0.51
2388,801003,申万Ａ指,2010/4/14 0:00:00,2830.17,2843.54,2819.68,2843.54,173.59,2405.0,0.42,1.21,26.13,3.43,19.37,100.0,157128.62,91.51,0.51
2389,801003,申万Ａ指,2010/4/13 0:00:00,2818.6,2847.52,2776.01,2831.59,230.72,3264.44,0.48,1.6,26.04,3.41,19.24,100.0,156496.02,91.14,0.51
2390,801003,申万Ａ指,2010/4/12 0:00:00,2834.05,2837.99,2801.07,2818.16,218.8,3017.21,-0.36,1.52,25.88,3.39,19.76,100.0,155687.1,90.67,0.51
2391,801003,申万Ａ指,2010/4/9 0:00:00,2800.16,2828.27,2797.04,2828.27,168.1,2337.01,1.02,1.17,25.97,3.4,19.44,100.0,156108.61,91.08,0.49
2392,801003,申万Ａ指,2010/4/8 0:00:00,2818.43,2819.98,2792.21,2799.64,181.62,2506.9,-0.79,1.26,25.7,3.37,19.11,100.0,154553.66,90.07,0.5
2393,801003,申万Ａ指,2010/4/7 0:00:00,2825.98,2831.19,2806.43,2822.04,163.46,2213.28,-0.2,1.14,25.91,3.43,19.12,100.0,155694.62,90.94,0.49
2394,801003,申万Ａ指,2010/4/6 0:00:00,2837.74,2843.47,2812.89,2827.76,183.55,2445.46,-0.02,1.28,25.98,3.44,19.0,100.0,156021.04,91.13,0.49
2395,801003,申万Ａ指,2010/4/2 0:00:00,2822.7,2828.77,2813.78,2828.29,191.69,2526.32,0.32,1.34,25.99,3.44,18.84,100.0,155945.98,91.14,0.49
2396,801003,申万Ａ指,2010/4/1 0:00:00,2784.86,2819.46,2784.69,2819.29,197.33,2632.05,1.31,1.38,25.9,3.43,18.73,100.0,155299.77,90.98,0.5
2397,801003,申万Ａ指,2010/3/31 0:00:00,2796.25,2796.59,2775.87,2782.83,154.59,2084.62,-0.46,1.08,25.59,3.39,18.52,100.0,153406.87,89.87,0.5
2398,801003,申万Ａ指,2010/3/30 0:00:00,2786.96,2798.92,2779.27,2795.59,153.57,2071.77,0.27,1.07,25.7,3.41,18.39,100.0,154057.34,90.25,0.5
2399,801003,申万Ａ指,2010/3/29 0:00:00,2748.74,2790.2,2746.77,2788.13,186.37,2403.19,1.98,1.3,25.63,3.4,18.19,100.0,153457.26,90.06,0.5
2400,801003,申万Ａ指,2010/3/26 0:00:00,2695.38,2741.2,2688.76,2734.12,139.18,1790.78,1.37,0.97,25.1,3.35,18.06,100.0,150367.33,88.24,0.51
2401,801003,申万Ａ指,2010/3/25 0:00:00,2724.98,2725.44,2691.5,2697.25,144.06,1882.24,-1.23,1.01,24.75,3.32,17.91,100.0,148189.87,87.22,0.52
2402,801003,申万Ａ指,2010/3/24 0:00:00,2728.16,2743.15,2724.74,2730.86,141.89,1838.98,0.26,0.99,25.04,3.36,17.95,100.0,149936.18,88.41,0.51
2403,801003,申万Ａ指,2010/3/23 0:00:00,2743.56,2747.11,2720.48,2723.75,142.61,1827.32,-0.65,1.0,24.98,3.37,17.8,100.0,149618.02,88.22,0.51
2404,801003,申万Ａ指,2010/3/22 0:00:00,2734.6,2746.27,2727.74,2741.49,148.3,1858.35,0.33,1.04,25.14,3.39,17.82,100.0,150469.07,88.88,0.51
2405,801003,申万Ａ指,2010/3/19 0:00:00,2714.64,2734.01,2701.33,2732.5,137.55,1734.4,0.74,0.96,25.06,3.38,17.64,100.0,149941.88,88.72,0.51
2406,801003,申万Ａ指,2010/3/18 0:00:00,2717.73,2729.72,2702.01,2712.49,141.73,1799.97,-0.11,0.99,24.88,3.37,17.53,100.0,148737.0,88.22,0.51
2407,801003,申万Ａ指,2010/3/17 0:00:00,2664.88,2715.55,2661.69,2715.55,135.3,1727.7,2.14,0.95,24.91,3.37,17.51,100.0,148890.99,88.26,0.51
2408,801003,申万Ａ指,2010/3/16 0:00:00,2639.26,2658.57,2630.04,2658.57,92.03,1169.14,0.7,0.65,24.41,3.3,17.12,100.0,145844.83,86.45,0.52
2409,801003,申万Ａ指,2010/3/15 0:00:00,2669.82,2672.82,2628.11,2639.98,99.15,1268.38,-1.2,0.7,24.24,3.28,17.05,100.0,144746.28,85.8,0.52
2410,801003,申万Ａ指,2010/3/12 0:00:00,2708.49,2713.32,2671.24,2672.05,113.91,1480.26,-1.32,0.8,24.52,3.32,17.15,100.0,146308.95,86.73,0.52
2411,801003,申万Ａ指,2010/3/11 0:00:00,2711.32,2727.03,2685.53,2707.88,123.95,1602.62,-0.08,0.87,24.83,3.37,17.35,100.0,148207.41,88.01,0.51
2412,801003,申万Ａ指,2010/3/10 0:00:00,2729.19,2744.05,2698.58,2710.03,133.52,1671.82,-0.8,0.94,24.84,3.37,17.34,100.0,148276.49,88.05,0.51
2413,801003,申万Ａ指,2010/3/9 0:00:00,2717.19,2744.04,2696.57,2731.95,145.0,1796.52,0.52,1.02,25.02,3.4,17.48,100.0,149260.37,88.85,0.51
2414,801003,申万Ａ指,2010/3/8 0:00:00,2702.24,2723.21,2697.02,2717.75,127.31,1576.58,0.81,0.9,24.88,3.38,17.46,100.0,148495.61,88.39,0.51
2415,801003,申万Ａ指,2010/3/5 0:00:00,2691.16,2708.12,2677.14,2696.03,143.57,1769.59,0.23,1.01,24.69,3.36,17.24,100.0,147406.19,87.69,0.51
2416,801003,申万Ａ指,2010/3/4 0:00:00,2760.19,2768.56,2683.4,2689.88,204.35,2509.88,-2.58,1.44,24.65,3.35,17.08,100.0,146885.11,87.64,0.52
2417,801003,申万Ａ指,2010/3/3 0:00:00,2737.42,2761.04,2727.66,2761.04,186.02,2297.44,0.8,1.31,25.29,3.44,17.66,100.0,150760.24,89.95,0.5
2418,801003,申万Ａ指,2010/3/2 0:00:00,2746.78,2756.99,2727.94,2739.01,172.24,2157.96,-0.28,1.22,25.09,3.41,17.53,100.0,149346.13,89.11,0.51
2419,801003,申万Ａ指,2010/3/1 0:00:00,2716.03,2751.22,2716.03,2746.81,175.42,2194.58,1.22,1.24,25.14,3.42,17.52,100.0,149608.01,89.37,0.51
2420,801003,申万Ａ指,2010/2/26 0:00:00,2709.67,2727.36,2703.11,2713.73,158.46,1985.76,-0.18,1.12,24.83,3.38,17.32,100.0,147429.54,88.02,0.51
2421,801003,申万Ａ指,2010/2/25 0:00:00,2685.51,2720.08,2684.21,2718.59,186.48,2314.81,1.41,1.32,24.87,3.39,17.3,100.0,147698.99,88.13,0.51
2422,801003,申万Ａ指,2010/2/24 0:00:00,2625.03,2681.09,2616.19,2680.91,149.16,1807.76,1.53,1.05,24.51,3.34,16.98,100.0,145558.63,87.06,0.52
2423,801003,申万Ａ指,2010/2/23 0:00:00,2647.66,2648.55,2598.23,2640.56,122.02,1542.63,-0.45,0.86,24.15,3.29,16.55,100.0,143331.33,85.88,0.53
2424,801003,申万Ａ指,2010/2/22 0:00:00,2660.36,2672.29,2650.07,2652.59,102.84,1267.72,-0.42,0.73,24.26,3.31,16.45,100.0,143908.54,86.43,0.53
2425,801003,申万Ａ指,2010/2/12 0:00:00,2643.45,2664.06,2641.65,2663.66,84.41,1079.51,1.13,0.6,24.36,3.32,16.46,100.0,144362.76,86.76,0.52
2426,801003,申万Ａ指,2010/2/11 0:00:00,2632.95,2648.6,2627.04,2634.01,86.46,1073.35,0.07,0.61,24.06,3.29,16.23,100.0,142833.72,85.73,0.53
2427,801003,申万Ａ指,2010/2/10 0:00:00,2616.14,2632.08,2609.48,2632.08,86.38,1109.56,1.26,0.61,24.04,3.28,16.24,100.0,142720.97,85.67,0.53
2428,801003,申万Ａ指,2010/2/9 0:00:00,2586.76,2608.49,2582.88,2599.42,95.17,1106.25,0.32,0.67,23.73,3.24,15.94,100.0,140905.28,84.73,0.54
2429,801003,申万Ａ指,2010/2/8 0:00:00,2589.68,2606.52,2577.81,2591.0,101.67,1221.7,-0.13,0.72,23.65,3.23,15.94,100.0,140425.1,84.49,0.54
2430,801003,申万Ａ指,2010/2/5 0:00:00,2589.42,2615.58,2575.66,2594.33,157.94,1872.23,-1.9,1.12,23.69,3.24,15.9,100.0,140578.14,84.58,0.54
2431,801003,申万Ａ指,2010/2/4 0:00:00,2626.53,2661.97,2616.19,2644.45,159.02,1906.51,0.01,1.13,24.19,3.3,16.21,100.0,142943.22,86.01,0.53
2432,801003,申万Ａ指,2010/2/3 0:00:00,2595.11,2644.31,2539.54,2644.31,156.34,1929.83,2.21,1.11,24.19,3.31,16.1,100.0,142838.45,86.15,0.53
2433,801003,申万Ａ指,2010/2/2 0:00:00,2606.64,2623.74,2584.55,2587.11,124.1,1559.7,-0.31,0.88,23.66,3.23,15.93,100.0,139638.0,84.27,0.54
2434,801003,申万Ａ指,2010/2/1 0:00:00,2626.91,2627.43,2568.56,2595.06,137.2,1724.55,-1.43,0.97,23.73,3.24,16.02,100.0,140000.14,84.59,0.54
2435,801003,申万Ａ指,2010/1/29 0:00:00,2616.8,2663.84,2609.78,2632.84,126.15,1588.98,0.08,0.9,24.06,3.29,16.27,100.0,141981.5,85.79,0.53
2436,801003,申万Ａ指,2010/1/28 0:00:00,2615.19,2639.69,2599.22,2630.81,109.42,1375.23,0.5,0.78,24.04,3.29,16.09,100.0,141809.21,85.84,0.53
2437,801003,申万Ａ指,2010/1/27 0:00:00,2649.47,2656.84,2602.72,2617.77,116.14,1454.05,-1.18,0.83,23.92,3.27,15.95,100.0,141066.24,85.44,0.54
2438,801003,申万Ａ指,2010/1/26 0:00:00,2722.1,2733.19,2633.33,2649.05,141.31,1735.3,-2.65,1.0,24.21,3.31,15.92,100.0,142662.37,86.83,0.53
2439,801003,申万Ａ指,2010/1/25 0:00:00,2730.41,2761.01,2719.69,2721.18,120.42,1493.76,-1.12,0.86,24.84,3.4,16.45,100.0,146588.46,89.17,0.52
2440,801003,申万Ａ指,2010/1/22 0:00:00,2755.67,2773.54,2695.38,2752.06,200.31,2500.8,-1.35,1.43,25.1,3.44,16.65,100.0,148040.54,90.1,0.51
2441,801003,申万Ａ指,2010/1/21 0:00:00,2778.7,2802.81,2755.7,2789.64,169.3,2180.02,0.5,1.21,25.41,3.49,17.11,100.0,150032.26,91.43,0.51
2442,801003,申万Ａ指,2010/1/20 0:00:00,2872.62,2875.01,2772.54,2775.68,241.86,3108.26,-3.27,1.72,25.27,3.47,17.06,100.0,149263.51,90.96,0.51
2443,801003,申万Ａ指,2010/1/19 0:00:00,2871.15,2882.06,2860.44,2869.42,200.34,2630.46,0.06,1.43,26.11,3.59,17.69,100.0,154227.47,94.16,0.49
2444,801003,申万Ａ指,2010/1/18 0:00:00,2841.64,2867.7,2832.16,2867.7,204.83,2695.63,0.65,1.46,26.09,3.59,17.72,100.0,154078.14,94.18,0.49
2445,801003,申万Ａ指,2010/1/15 0:00:00,2839.18,2859.13,2824.87,2849.22,188.91,2498.57,0.44,1.35,25.93,3.57,17.52,100.0,153070.5,93.56,
2446,801003,申万Ａ指,2010/1/14 0:00:00,2799.77,2837.51,2790.59,2836.7,212.66,2791.52,1.64,1.52,25.81,3.55,17.32,100.0,152218.22,93.39,0.5
2447,801003,申万Ａ指,2010/1/13 0:00:00,2805.32,2841.3,2784.98,2790.98,235.86,3128.81,-2.75,1.68,25.39,3.49,16.9,100.0,149701.78,91.9,0.51
2448,801003,申万Ａ指,2010/1/12 0:00:00,2816.96,2869.8,2794.98,2869.8,211.65,2805.0,1.74,1.51,26.11,3.59,17.01,100.0,153882.66,94.64,0.49
2449,801003,申万Ａ指,2010/1/11 0:00:00,2891.55,2893.02,2808.47,2820.84,200.53,2713.08,0.26,1.43,25.66,3.53,16.68,100.0,151202.48,92.99,0.5
2450,801003,申万Ａ指,2010/1/8 0:00:00,2789.58,2813.65,2767.76,2813.65,150.09,1967.46,0.42,1.09,25.42,3.46,16.52,100.0,144958.53,89.15,0.52
2451,801003,申万Ａ指,2010/1/7 0:00:00,2859.7,2870.3,2788.87,2801.95,191.45,2527.44,-2.11,1.39,25.32,3.45,16.41,100.0,144353.26,88.78,0.53
2452,801003,申万Ａ指,2010/1/6 0:00:00,2878.5,2895.72,2861.86,2862.26,188.7,2538.56,-0.68,1.37,25.87,3.52,16.7,100.0,147437.36,90.79,0.51
2453,801003,申万Ａ指,2010/1/5 0:00:00,2864.82,2886.15,2834.57,2881.74,191.11,2576.93,0.81,1.38,26.05,3.55,16.76,100.0,148342.93,91.4,0.51
2454,801003,申万Ａ指,2010/1/4 0:00:00,2892.54,2895.78,2858.53,2858.53,160.51,2099.86,-0.75,1.16,25.85,3.52,16.59,100.0,147144.5,90.66,0.52
2455,801003,申万Ａ指,2009/12/31 0:00:00,2864.61,2881.33,2852.86,2880.24,160.56,2066.66,0.53,1.16,26.05,3.55,16.41,100.0,148172.64,91.8,0.51
2456,801003,申万Ａ指,2009/12/30 0:00:00,2830.89,2866.97,2827.24,2865.13,182.55,2375.76,1.17,1.32,25.92,3.53,16.28,100.0,147354.15,91.3,0.51
2457,801003,申万Ａ指,2009/12/29 0:00:00,2814.35,2832.1,2792.28,2832.09,144.22,1825.69,0.68,1.05,25.59,3.49,16.27,100.0,145619.82,90.33,0.52
2458,801003,申万Ａ指,2009/12/28 0:00:00,2777.27,2818.02,2776.97,2812.9,138.72,1756.64,1.51,1.0,25.43,3.46,16.15,100.0,144672.74,89.75,0.52
2459,801003,申万Ａ指,2009/12/25 0:00:00,2770.18,2783.74,2756.82,2771.17,128.36,1633.36,-0.12,0.93,25.04,3.41,15.92,100.0,142371.37,88.32,0.53
2460,801003,申万Ａ指,2009/12/24 0:00:00,2703.7,2778.06,2699.96,2774.61,153.39,1972.45,2.83,1.11,25.06,3.41,15.83,100.0,142455.13,88.54,0.53
2461,801003,申万Ａ指,2009/12/23 0:00:00,2667.97,2699.89,2662.75,2698.13,117.59,1439.12,1.04,0.85,24.38,3.32,15.34,100.0,138511.51,86.09,0.55
2462,801003,申万Ａ指,2009/12/22 0:00:00,2734.62,2736.57,2661.22,2670.23,125.48,1564.21,-2.25,0.91,24.11,3.28,15.06,100.0,136837.04,85.2,0.55
2463,801003,申万Ａ指,2009/12/21 0:00:00,2715.31,2731.69,2698.22,2731.63,109.24,1380.12,0.49,0.8,24.64,3.36,15.49,100.0,139802.92,87.05,0.54
2464,801003,申万Ａ指,2009/12/18 0:00:00,2760.65,2769.51,2715.18,2718.35,150.28,1833.47,-2.34,1.1,24.48,3.34,15.31,100.0,138745.27,86.39,0.55
2465,801003,申万Ａ指,2009/12/17 0:00:00,2857.57,2865.93,2781.43,2783.43,153.07,1912.96,-2.42,1.12,25.02,3.42,15.75,100.0,141984.07,88.57,0.54
2466,801003,申万Ａ指,2009/12/16 0:00:00,2860.36,2889.64,2845.63,2852.6,142.93,1835.39,-0.64,1.04,25.63,3.51,16.25,100.0,145514.65,90.78,0.52
2467,801003,申万Ａ指,2009/12/15 0:00:00,2872.83,2892.18,2863.69,2871.01,158.11,2037.11,-0.52,1.16,25.79,3.53,16.39,100.0,146416.82,91.34,0.52
2468,801003,申万Ａ指,2009/12/14 0:00:00,2850.85,2889.99,2791.49,2885.95,175.37,2182.65,1.04,1.28,25.92,3.55,16.35,100.0,147041.95,91.73,0.52
2469,801003,申万Ａ指,2009/12/11 0:00:00,2864.13,2879.95,2847.29,2851.99,144.61,1800.08,-0.15,1.06,25.59,3.51,16.41,100.0,145305.5,90.65,0.52
2470,801003,申万Ａ指,2009/12/10 0:00:00,2856.56,2873.33,2831.22,2856.17,145.79,1848.47,0.54,1.07,25.64,3.51,16.45,100.0,145516.68,90.78,0.52
2471,801003,申万Ａ指,2009/12/9 0:00:00,2853.5,2875.86,2831.25,2840.76,175.36,2202.24,-1.55,1.28,25.5,3.5,16.27,100.0,144664.55,90.42,0.53
2472,801003,申万Ａ指,2009/12/8 0:00:00,2911.1,2911.65,2856.16,2885.63,210.57,2629.33,-0.86,1.54,25.88,3.55,16.51,100.0,146937.42,91.84,0.52
2473,801003,申万Ａ指,2009/12/7 0:00:00,2890.07,2911.11,2882.03,2910.67,207.39,2662.92,0.74,1.52,26.11,3.59,16.53,100.0,148160.01,92.6,0.51
2474,801003,申万Ａ指,2009/12/4 0:00:00,2862.78,2902.37,2807.04,2889.23,318.05,3995.91,0.64,2.34,25.82,3.55,16.29,100.0,146016.74,91.26,0.52
2475,801003,申万Ａ指,2009/12/3 0:00:00,2870.11,2875.07,2838.61,2870.8,243.45,3060.45,-0.07,1.79,25.61,3.54,16.6,100.0,145025.48,90.87,0.52
2476,801003,申万Ａ指,2009/12/2 0:00:00,2854.53,2879.86,2849.61,2872.69,266.26,3289.84,1.12,1.96,25.62,3.54,16.43,100.0,145001.88,90.91,0.52
2477,801003,申万Ａ指,2009/12/1 0:00:00,2790.97,2843.1,2782.97,2840.98,248.63,3032.57,1.63,1.83,25.35,3.5,16.17,100.0,143371.65,89.89,0.53
2478,801003,申万Ａ指,2009/11/30 0:00:00,2715.9,2795.36,2715.45,2795.36,209.38,2560.23,3.52,1.54,24.93,3.44,15.79,100.0,140596.69,88.15,0.54
2479,801003,申万Ａ指,2009/11/27 0:00:00,2741.53,2767.14,2686.93,2700.39,230.12,2774.82,-2.32,1.7,24.05,3.32,15.17,100.0,135540.56,84.98,0.56
2480,801003,申万Ａ指,2009/11/26 0:00:00,2876.83,2883.09,2754.41,2764.62,333.34,4083.76,-3.8,2.46,24.59,3.42,15.53,100.0,138707.12,86.96,0.55
2481,801003,申万Ａ指,2009/11/25 0:00:00,2799.64,2873.76,2778.86,2873.76,287.11,3476.83,2.35,2.12,25.45,3.54,16.1,100.0,144138.74,90.37,0.53
2482,801003,申万Ａ指,2009/11/24 0:00:00,2925.76,2935.33,2799.31,2807.66,375.27,4582.22,-3.65,2.77,24.88,3.46,15.54,100.0,140774.55,88.32,0.54
2483,801003,申万Ａ指,2009/11/23 0:00:00,2886.07,2914.04,2883.58,2914.04,257.26,3214.17,1.07,1.9,25.82,3.59,16.34,100.0,146101.38,91.6,0.52
2484,801003,申万Ａ指,2009/11/20 0:00:00,2878.99,2903.48,2858.13,2883.19,267.33,3178.04,-0.23,1.98,25.56,3.55,16.05,100.0,144547.35,90.63,0.53
2485,801003,申万Ａ指,2009/11/19 0:00:00,2877.19,2890.4,2855.12,2889.8,264.94,3133.7,0.61,1.96,25.64,3.56,15.97,100.0,144848.54,90.81,0.53
2486,801003,申万Ａ指,2009/11/18 0:00:00,2859.73,2878.61,2850.55,2872.3,241.37,2872.94,0.56,1.78,25.5,3.54,15.72,100.0,143973.92,90.27,0.53
2487,801003,申万Ａ指,2009/11/17 0:00:00,2860.51,2867.77,2846.77,2856.36,248.3,3017.75,0.28,1.84,25.35,3.52,15.61,100.0,143111.51,89.84,0.54
2488,801003,申万Ａ指,2009/11/16 0:00:00,2789.26,2848.27,2789.06,2848.27,293.5,3563.16,2.69,2.17,25.27,3.51,15.56,100.0,142621.93,89.53,0.54
2489,801003,申万Ａ指,2009/11/13 0:00:00,2748.32,2773.9,2718.31,2773.71,219.55,2601.43,0.64,1.62,24.6,3.43,15.21,100.0,138792.73,87.13,0.56
2490,801003,申万Ａ指,2009/11/12 0:00:00,2757.61,2778.98,2747.64,2755.99,208.85,2421.38,0.09,1.55,24.42,3.41,14.97,100.0,137695.54,86.55,0.56
2491,801003,申万Ａ指,2009/11/11 0:00:00,2750.21,2761.88,2729.3,2753.63,192.52,2268.48,-0.02,1.43,24.4,3.4,14.9,100.0,137543.94,86.45,0.56
2492,801003,申万Ａ指,2009/11/10 0:00:00,2765.96,2772.56,2752.39,2754.18,218.41,2597.68,0.25,1.62,24.4,3.41,14.86,100.0,137538.02,86.45,0.56
2493,801003,申万Ａ指,2009/11/9 0:00:00,2735.04,2747.52,2717.26,2747.2,213.34,2501.6,0.45,1.58,24.33,3.4,14.84,100.0,137165.63,86.32,0.56
2494,801003,申万Ａ指,2009/11/6 0:00:00,2743.16,2743.16,2734.94,2734.94,250.95,2893.86,0.31,1.86,24.22,3.38,14.74,100.0,136454.52,85.87,0.56
2495,801003,申万Ａ指,2009/11/5 0:00:00,2707.39,2729.62,2698.3,2726.38,219.24,2444.61,0.76,1.63,24.14,3.37,14.14,100.0,135795.07,86.99,0.57
2496,801003,申万Ａ指,2009/11/4 0:00:00,2694.33,2717.23,2678.28,2705.93,231.86,2713.47,0.55,1.72,23.96,3.34,14.02,100.0,134774.17,86.34,0.57
2497,801003,申万Ａ指,2009/11/3 0:00:00,2661.09,2695.21,2658.0,2691.01,236.94,2771.08,1.33,1.76,23.84,3.33,13.92,100.0,134020.44,85.91,0.58
2498,801003,申万Ａ指,2009/11/2 0:00:00,2523.15,2656.13,2515.65,2655.67,207.57,2420.11,3.07,1.54,23.54,3.29,13.65,100.0,132373.14,84.8,0.58
