,801001,801002,801003,801005,801300,发布日期
199,2874.94,5780.23,3381.53,2063.35,2742.52,2019/4/26 0:00:00
200,2912.87,5883.48,3425.91,2078.95,2781.57,2019/4/25 0:00:00
201,2971.36,6102.23,3534.75,2157.5,2844.51,2019/4/24 0:00:00
202,2972.97,6034.23,3511.76,2120.57,2831.97,2019/4/23 0:00:00
203,2964.92,6131.27,3545.22,2155.58,2837.32,2019/4/22 0:00:00
204,3044.38,6207.77,3606.53,2179.57,2898.94,2019/4/19 0:00:00
205,2990.51,6156.83,3572.1,2160.94,2864.14,2019/4/18 0:00:00
206,2997.04,6197.99,3589.37,2174.3,2873.67,2019/4/17 0:00:00
207,3001.97,6145.74,3573.46,2151.9,2871.15,2019/4/16 0:00:00
208,2905.92,6020.06,3490.69,2105.78,2793.02,2019/4/15 0:00:00
209,2897.59,6073.31,3512.83,2134.39,2803.62,2019/4/12 0:00:00
210,2910.0,6072.48,3518.19,2132.89,2810.68,2019/4/11 0:00:00
211,2976.67,6205.39,3591.17,2177.83,2874.09,2019/4/10 0:00:00
212,2956.07,6214.66,3588.36,2193.05,2866.39,2019/4/9 0:00:00
213,2926.7,6196.38,3575.95,2180.99,2858.58,2019/4/8 0:00:00
214,2922.56,6238.18,3585.67,2216.53,2862.64,2019/4/4 0:00:00
215,2887.23,6213.03,3558.69,2212.11,2832.8,2019/4/3 0:00:00
216,2861.03,6168.25,3519.05,2194.8,2801.89,2019/4/2 0:00:00
217,2867.23,6150.94,3510.45,2192.91,2803.51,2019/4/1 0:00:00
218,2803.74,5924.52,3401.06,2109.65,2726.93,2019/3/29 0:00:00
219,2696.63,5744.06,3289.36,2039.92,2624.99,2019/3/28 0:00:00
220,2698.44,5802.12,3319.81,2058.56,2633.25,2019/3/27 0:00:00
221,2656.39,5763.46,3289.78,2047.53,2603.53,2019/3/26 0:00:00
222,2667.3,5898.45,3355.45,2102.61,2634.16,2019/3/25 0:00:00
223,2748.78,5973.43,3411.67,2122.51,2697.83,2019/3/22 0:00:00
224,2753.22,5957.1,3405.15,2125.01,2701.16,2019/3/21 0:00:00
225,2764.22,5901.54,3383.7,2100.82,2699.66,2019/3/20 0:00:00
226,2759.77,5927.71,3384.65,2118.78,2700.3,2019/3/19 0:00:00
227,2778.93,5913.08,3384.76,2111.47,2711.98,2019/3/18 0:00:00
228,2703.01,5771.79,3297.11,2063.42,2634.83,2019/3/15 0:00:00
229,2668.62,5699.27,3253.0,2044.27,2604.46,2019/3/14 0:00:00
230,2659.81,5854.79,3312.86,2110.58,2622.8,2019/3/13 0:00:00
231,2666.17,6005.15,3367.33,2194.15,2655.25,2019/3/12 0:00:00
232,2655.43,5895.48,3319.51,2141.66,2632.45,2019/3/11 0:00:00
233,2619.82,5654.66,3221.06,2043.19,2581.23,2019/3/8 0:00:00
234,2718.03,5851.27,3356.73,2107.16,2678.86,2019/3/7 0:00:00
235,2779.64,5799.28,3345.97,2092.5,2707.18,2019/3/6 0:00:00
236,2772.39,5702.31,3296.33,2055.39,2684.58,2019/3/5 0:00:00
237,2771.69,5556.67,3240.94,1984.39,2665.09,2019/3/4 0:00:00
238,2751.79,5442.15,3189.22,1930.32,2631.66,2019/3/1 0:00:00
239,2673.32,5406.56,3141.65,1905.25,2572.97,2019/2/28 0:00:00
240,2672.28,5388.44,3141.25,1887.83,2576.73,2019/2/27 0:00:00
241,2665.16,5433.54,3147.89,1910.31,2584.14,2019/2/26 0:00:00
242,2714.36,5447.63,3168.17,1907.12,2614.34,2019/2/25 0:00:00
243,2558.31,5190.41,3000.47,1809.24,2468.62,2019/2/22 0:00:00
244,2514.55,5072.98,2933.09,1760.8,2413.43,2019/2/21 0:00:00
245,2520.75,5084.33,2940.22,1762.29,2418.58,2019/2/20 0:00:00
246,2509.86,5061.57,2932.38,1759.71,2410.31,2019/2/19 0:00:00
247,2516.46,5051.09,2929.97,1760.35,2414.1,2019/2/18 0:00:00
248,2442.36,4863.4,2835.07,1692.21,2335.28,2019/2/15 0:00:00
249,2505.78,4888.29,2865.23,1694.38,2378.03,2019/2/14 0:00:00
250,2499.38,4855.35,2855.88,1687.21,2372.4,2019/2/13 0:00:00
251,2450.21,4768.93,2803.11,1653.3,2325.32,2019/2/12 0:00:00
252,2442.42,4708.29,2775.81,1630.6,2309.64,2019/2/11 0:00:00
253,2398.32,4560.94,2712.83,1579.5,2262.7,2019/2/1 0:00:00
254,2375.51,4424.61,2657.35,1528.94,2226.4,2019/1/31 0:00:00
255,2329.59,4473.35,2661.84,1543.49,2204.22,2019/1/30 0:00:00
256,2349.95,4544.32,2690.47,1566.04,2222.65,2019/1/29 0:00:00
257,2331.47,4615.23,2708.34,1596.95,2216.42,2019/1/28 0:00:00
258,2332.87,4632.07,2717.49,1609.57,2217.45,2019/1/25 0:00:00
259,2304.91,4640.0,2714.69,1618.12,2200.7,2019/1/24 0:00:00
260,2287.62,4614.17,2700.39,1603.14,2186.3,2019/1/23 0:00:00
261,2289.55,4606.59,2698.78,1601.65,2186.76,2019/1/22 0:00:00
262,2323.93,4661.69,2732.59,1623.55,2219.0,2019/1/21 0:00:00
263,2305.86,4628.54,2717.55,1613.2,2205.07,2019/1/18 0:00:00
264,2259.44,4587.21,2683.42,1598.58,2163.97,2019/1/17 0:00:00
265,2271.19,4628.46,2702.49,1620.88,2176.71,2019/1/16 0:00:00
266,2265.9,4639.98,2704.89,1623.72,2176.33,2019/1/15 0:00:00
267,2209.21,4577.21,2663.1,1600.79,2131.29,2019/1/14 0:00:00
268,2233.71,4608.13,2682.2,1617.48,2150.49,2019/1/11 0:00:00
269,2211.67,4573.26,2661.8,1606.96,2135.37,2019/1/10 0:00:00
270,2207.94,4581.02,2666.49,1608.47,2137.14,2019/1/9 0:00:00
271,2171.7,4558.72,2648.75,1608.64,2114.22,2019/1/8 0:00:00
272,2176.42,4553.87,2653.78,1614.11,2120.6,2019/1/7 0:00:00
273,2172.64,4458.86,2619.11,1580.94,2105.54,2019/1/4 0:00:00
274,2126.4,4345.71,2556.18,1539.47,2056.23,2019/1/3 0:00:00
275,2127.53,4387.7,2565.86,1555.33,2062.6,2019/1/2 0:00:00
276,2155.22,4419.67,2589.64,1568.27,2091.84,2018/12/28 0:00:00
277,2141.95,4411.0,2579.16,1566.01,2080.23,2018/12/27 0:00:00
278,2151.24,4473.91,2603.49,1589.9,2090.81,2018/12/26 0:00:00
279,2165.69,4496.02,2614.1,1598.7,2103.24,2018/12/25 0:00:00
280,2173.84,4530.57,2637.05,1611.0,2117.62,2018/12/24 0:00:00
281,2169.72,4489.83,2621.0,1591.63,2108.21,2018/12/21 0:00:00
282,2202.84,4533.94,2647.07,1600.48,2134.5,2018/12/20 0:00:00
283,2229.96,4522.13,2651.02,1587.95,2148.84,2018/12/19 0:00:00
284,2257.38,4590.98,2684.65,1614.87,2176.76,2018/12/18 0:00:00
285,2284.33,4626.76,2706.49,1623.7,2197.72,2018/12/17 0:00:00
286,2286.78,4646.19,2710.38,1630.88,2201.13,2018/12/14 0:00:00
287,2320.31,4764.13,2768.42,1679.92,2239.98,2018/12/13 0:00:00
288,2280.52,4720.17,2734.2,1665.65,2205.52,2018/12/12 0:00:00
289,2270.93,4718.55,2729.61,1666.87,2197.76,2018/12/11 0:00:00
290,2260.07,4679.9,2711.63,1649.93,2187.37,2018/12/10 0:00:00
291,2286.11,4740.33,2743.11,1671.24,2211.22,2018/12/7 0:00:00
292,2291.24,4739.29,2743.4,1673.04,2213.28,2018/12/6 0:00:00
293,2343.34,4845.98,2799.49,1714.13,2264.2,2018/12/5 0:00:00
294,2357.96,4869.38,2815.37,1716.87,2272.95,2018/12/4 0:00:00
295,2355.66,4845.24,2802.24,1705.09,2267.46,2018/12/3 0:00:00
296,2287.0,4685.04,2720.47,1649.06,2201.71,2018/11/30 0:00:00
297,2262.58,4640.8,2696.45,1632.24,2176.22,2018/11/29 0:00:00
298,2285.15,4747.79,2746.64,1674.94,2204.78,2018/11/28 0:00:00
299,2257.83,4685.81,2712.34,1646.75,2175.67,2018/11/27 0:00:00
300,2266.55,4658.57,2705.32,1631.86,2177.49,2018/11/26 0:00:00
301,2262.45,4676.16,2709.68,1636.3,2180.39,2018/11/23 0:00:00
302,2302.8,4866.56,2798.8,1706.55,2231.48,2018/11/22 0:00:00
303,2312.91,4853.86,2803.44,1710.21,2239.43,2018/11/21 0:00:00
304,2308.56,4828.03,2790.69,1698.03,2234.11,2018/11/20 0:00:00
305,2358.87,4965.38,2862.47,1743.85,2288.01,2018/11/19 0:00:00
306,2330.57,4948.39,2842.19,1749.85,2266.21,2018/11/16 0:00:00
307,2325.02,4902.71,2821.86,1745.13,2257.43,2018/11/15 0:00:00
308,2299.48,4839.53,2782.43,1712.54,2231.65,2018/11/14 0:00:00
309,2330.82,4865.98,2798.24,1715.48,2253.79,2018/11/13 0:00:00
310,2309.68,4782.19,2757.9,1685.83,2231.7,2018/11/12 0:00:00
311,2294.27,4655.47,2703.88,1630.95,2203.3,2018/11/9 0:00:00
312,2341.84,4670.92,2727.18,1634.53,2235.6,2018/11/8 0:00:00
313,2341.54,4692.95,2737.26,1649.39,2244.06,2018/11/7 0:00:00
314,2353.04,4716.31,2750.66,1650.89,2256.29,2018/11/6 0:00:00
315,2369.41,4752.32,2760.15,1655.66,2271.44,2018/11/5 0:00:00
316,2398.26,4745.1,2764.63,1652.19,2290.16,2018/11/2 0:00:00
317,2307.26,4580.45,2676.24,1589.48,2204.52,2018/11/1 0:00:00
318,2287.13,4535.12,2658.65,1575.23,2187.9,2018/10/31 0:00:00
319,2252.25,4470.18,2619.5,1554.05,2153.4,2018/10/30 0:00:00
320,2235.18,4440.46,2592.15,1539.73,2133.75,2018/10/29 0:00:00
321,2328.41,4520.51,2653.2,1556.24,2203.68,2018/10/26 0:00:00
322,2342.95,4526.11,2659.53,1562.16,2219.99,2018/10/25 0:00:00
323,2340.89,4548.59,2663.98,1577.28,2220.73,2018/10/24 0:00:00
324,2331.13,4566.36,2662.45,1581.9,2220.07,2018/10/23 0:00:00
325,2407.62,4654.08,2720.38,1608.73,2282.98,2018/10/22 0:00:00
326,2317.11,4434.77,2600.23,1532.09,2186.22,2018/10/19 0:00:00
327,2244.25,4338.11,2533.22,1484.06,2122.31,2018/10/18 0:00:00
328,2296.41,4460.95,2603.5,1524.58,2175.89,2018/10/17 0:00:00
329,2284.6,4423.38,2586.45,1506.46,2164.0,2018/10/16 0:00:00
330,2285.97,4518.27,2626.52,1544.12,2186.72,2018/10/15 0:00:00
331,2314.55,4571.35,2665.01,1561.89,2218.22,2018/10/12 0:00:00
332,2260.64,4579.65,2653.49,1564.63,2185.6,2018/10/11 0:00:00
333,2360.97,4911.03,2821.42,1682.08,2298.68,2018/10/10 0:00:00
334,2366.62,4924.74,2823.55,1677.85,2303.73,2018/10/9 0:00:00
335,2362.31,4931.84,2823.31,1679.47,2304.31,2018/10/8 0:00:00
336,2487.11,5123.06,2934.72,1752.17,2411.27,2018/9/28 0:00:00
337,2457.4,5081.22,2906.56,1737.02,2385.58,2018/9/27 0:00:00
338,2466.65,5153.55,2933.95,1769.51,2397.02,2018/9/26 0:00:00
339,2434.32,5121.26,2910.75,1756.27,2368.54,2018/9/25 0:00:00
340,2461.45,5139.21,2927.72,1762.62,2387.03,2018/9/21 0:00:00
341,2374.64,5055.66,2865.93,1738.74,2316.59,2018/9/20 0:00:00
342,2374.31,5067.35,2870.1,1745.67,2317.74,2018/9/19 0:00:00
343,2341.47,5003.6,2835.51,1726.11,2288.49,2018/9/18 0:00:00
344,2292.97,4928.32,2783.45,1693.29,2241.47,2018/9/17 0:00:00
345,2316.95,5011.77,2821.65,1720.0,2269.82,2018/9/14 0:00:00
346,2304.42,5054.73,2834.53,1750.66,2269.71,2018/9/13 0:00:00
