,Unnamed: 0,指数代码,指数名称,发布日期,开盘指数,最高指数,最低指数,收盘指数,成交量(亿股),成交额(亿元),涨跌幅(%),换手率(%),市盈率(倍),市净率(倍),均价(元),成交额占比(%),流通市值(亿元),平均流通市值(亿元),股息率(%)
1781,1781,801230,综合,2012/10/16 0:00:00,1405.86,1417.94,1403.55,1405.89,1.61,11.27,-0.66,0.8735,31.95,2.44,7.96,1.18,1104.63,25.11,0.37
1780,1780,801230,综合,2012/10/17 0:00:00,1400.38,1404.33,1388.01,1399.44,1.83,13.23,-0.46,0.9914,31.8,2.43,7.93,1.44,1100.5,25.01,0.37
1779,1779,801230,综合,2012/10/18 0:00:00,1396.42,1424.4,1396.42,1423.37,2.24,14.24,1.71,1.2131,32.35,2.47,8.03,1.12,1119.12,25.43,0.36
1778,1778,801230,综合,2012/10/19 0:00:00,1422.79,1428.44,1416.81,1419.99,2.09,12.3,-0.24,1.1335,32.27,2.46,8.04,1.19,1118.86,25.43,0.36
1777,1777,801230,综合,2012/10/22 0:00:00,1409.11,1429.21,1407.62,1427.65,1.69,10.7,0.54,0.914,32.44,2.45,8.07,1.1,1124.45,25.56,0.36
1776,1776,801230,综合,2012/10/23 0:00:00,1429.83,1435.99,1417.78,1418.78,1.77,11.02,-0.62,0.9585,32.25,2.43,8.03,1.01,1117.42,25.4,0.36
1775,1775,801230,综合,2012/10/24 0:00:00,1410.02,1431.78,1410.02,1426.87,2.08,12.48,0.57,1.1255,32.44,2.45,8.06,1.28,1122.26,25.51,0.36
1774,1774,801230,综合,2012/10/25 0:00:00,1424.65,1433.39,1409.97,1410.03,2.36,14.62,-1.18,1.2791,32.05,2.42,7.95,1.39,1108.94,25.2,0.37
1773,1773,801230,综合,2012/10/26 0:00:00,1406.62,1408.09,1369.03,1376.37,1.8,10.82,-2.39,0.9756,31.29,2.36,7.78,1.06,1083.51,24.63,0.37
1772,1772,801230,综合,2012/10/29 0:00:00,1376.19,1380.85,1365.91,1371.83,0.99,6.08,-0.33,0.5338,31.19,2.35,7.78,0.83,1081.26,24.57,0.38
1771,1771,801230,综合,2012/10/30 0:00:00,1373.01,1385.55,1368.4,1372.68,0.98,6.09,0.06,0.53,31.21,2.16,7.79,0.76,1081.9,24.59,0.38
1770,1770,801230,综合,2012/10/31 0:00:00,1371.96,1375.96,1364.75,1375.81,1.0,6.01,0.23,0.5388,31.31,2.35,7.81,0.75,1086.12,24.68,0.37
1769,1769,801230,综合,2012/11/1 0:00:00,1380.06,1400.6,1379.21,1395.45,1.42,8.89,1.43,0.7705,41.63,2.38,7.9,0.76,1102.08,25.05,0.37
1768,1768,801230,综合,2012/11/2 0:00:00,1402.58,1408.51,1393.82,1407.4,1.71,10.21,0.86,0.9261,41.99,2.4,7.94,0.99,1111.54,25.26,0.37
1767,1767,801230,综合,2012/11/5 0:00:00,1408.0,1415.62,1404.7,1409.42,1.64,10.29,0.14,0.8877,42.05,2.4,7.97,1.03,1114.62,25.33,0.37
1766,1766,801230,综合,2012/11/6 0:00:00,1409.78,1413.32,1384.77,1401.78,1.81,10.46,-0.54,0.9769,41.82,2.39,7.97,1.01,1106.85,25.16,0.37
1765,1765,801230,综合,2012/11/7 0:00:00,1398.82,1405.38,1392.84,1399.73,1.18,7.07,-0.15,0.6366,41.76,2.38,7.97,0.8,1105.82,25.13,0.37
1764,1764,801230,综合,2012/11/8 0:00:00,1388.92,1390.9,1362.95,1363.43,1.5,8.78,-2.59,0.81,40.67,2.32,7.81,0.94,1077.4,24.49,0.38
1763,1763,801230,综合,2012/11/9 0:00:00,1359.85,1371.67,1358.29,1362.92,1.13,6.69,-0.04,0.6128,40.66,2.31,7.82,0.91,1077.14,24.48,0.38
1762,1762,801230,综合,2012/11/12 0:00:00,1365.44,1373.94,1362.09,1371.22,1.08,6.24,0.61,0.5856,40.91,2.33,7.84,0.79,1085.86,24.68,0.38
1761,1761,801230,综合,2012/11/13 0:00:00,1371.77,1372.5,1347.96,1348.93,1.5,8.48,-1.63,0.8106,40.24,2.29,7.7,1.01,1072.55,24.38,0.38
1760,1760,801230,综合,2012/11/14 0:00:00,1347.06,1353.55,1338.14,1352.18,1.31,7.54,0.24,0.7085,40.34,2.3,7.72,1.07,1080.63,24.56,0.38
1759,1759,801230,综合,2012/11/15 0:00:00,1347.43,1353.55,1325.24,1325.24,1.63,9.38,-1.99,0.8801,39.53,2.25,7.58,1.31,1064.2,24.19,0.39
1758,1758,801230,综合,2012/11/16 0:00:00,1322.16,1325.92,1308.49,1314.61,1.26,7.43,-0.8,0.6789,39.22,2.23,7.5,1.07,1056.43,24.01,0.39
1757,1757,801230,综合,2012/11/19 0:00:00,1314.46,1322.78,1304.69,1322.78,1.13,6.71,0.62,0.6088,39.46,2.25,7.56,0.98,1062.23,24.14,0.39
1756,1756,801230,综合,2012/11/20 0:00:00,1326.09,1327.71,1317.3,1319.73,1.02,6.08,-0.23,0.5544,39.41,2.24,7.56,0.93,1060.89,24.11,0.39
1755,1755,801230,综合,2012/11/21 0:00:00,1320.2,1336.87,1308.09,1336.61,1.34,8.22,1.28,0.7223,39.92,2.22,7.62,1.06,1074.59,24.42,0.38
1754,1754,801230,综合,2012/11/22 0:00:00,1330.86,1333.02,1324.14,1327.86,1.28,7.87,-0.65,0.6908,39.66,2.2,7.6,1.19,1068.81,24.29,0.39
1753,1753,801230,综合,2012/11/23 0:00:00,1330.9,1337.99,1326.88,1329.87,1.35,8.28,0.15,0.7318,39.72,2.21,7.62,1.19,1071.43,24.35,0.39
1752,1752,801230,综合,2012/11/26 0:00:00,1326.58,1328.65,1318.02,1319.03,1.18,7.2,-0.81,0.6362,39.64,2.2,7.6,1.15,1059.97,24.09,0.39
1751,1751,801230,综合,2012/11/27 0:00:00,1314.9,1316.44,1267.74,1267.99,1.55,8.85,-3.87,0.836,38.1,2.11,7.34,1.17,1016.06,23.09,0.41
1750,1750,801230,综合,2012/11/28 0:00:00,1262.63,1264.2,1240.46,1245.48,1.22,6.52,-1.78,0.6586,37.43,2.07,7.2,1.0,998.43,22.69,0.41
1749,1749,801230,综合,2012/11/29 0:00:00,1248.01,1257.84,1234.79,1235.17,1.1,6.1,-0.83,0.5949,37.12,2.06,7.13,0.97,992.86,22.56,0.42
1748,1748,801230,综合,2012/11/30 0:00:00,1233.64,1251.84,1228.92,1249.08,1.13,6.13,1.13,0.6123,37.53,2.08,7.2,0.9,1002.49,22.78,0.41
1747,1747,801230,综合,2012/12/3 0:00:00,1250.53,1259.11,1226.64,1228.09,1.31,7.68,-1.68,0.7111,36.9,2.05,7.08,1.0,987.99,22.45,0.42
1746,1746,801230,综合,2012/12/4 0:00:00,1224.03,1237.85,1207.82,1237.05,1.35,7.39,0.73,0.7291,37.17,2.06,7.09,0.94,993.35,22.58,0.42
1745,1745,801230,综合,2012/12/5 0:00:00,1232.97,1283.74,1230.16,1278.41,2.1,11.71,3.34,1.1374,38.4,2.14,7.32,0.8,1029.9,23.41,0.4
1744,1744,801230,综合,2012/12/6 0:00:00,1276.74,1287.43,1272.97,1276.85,1.79,10.25,-0.12,0.9516,38.36,2.13,7.32,1.0,1044.82,23.75,0.4
1743,1743,801230,综合,2012/12/7 0:00:00,1277.77,1306.98,1274.57,1304.81,2.25,12.45,2.19,1.1987,39.2,2.18,7.46,0.86,1068.94,24.29,0.39
1742,1742,801230,综合,2012/12/10 0:00:00,1309.37,1329.66,1305.05,1329.66,2.76,16.2,1.9,1.4703,39.94,2.22,7.61,1.09,1091.08,24.8,0.39
1741,1741,801230,综合,2012/12/11 0:00:00,1325.51,1338.27,1320.4,1328.15,2.7,15.42,-0.11,1.4376,39.9,2.22,7.57,1.25,1086.82,24.7,0.39
1740,1740,801230,综合,2012/12/12 0:00:00,1325.0,1334.05,1317.07,1330.68,2.19,13.26,0.19,1.1632,39.98,2.23,7.6,1.27,1088.34,24.73,0.39
1739,1739,801230,综合,2012/12/13 0:00:00,1326.14,1333.12,1315.9,1317.03,1.84,11.07,-1.03,0.9818,39.57,2.2,7.55,1.15,1076.05,24.46,0.39
1738,1738,801230,综合,2012/12/14 0:00:00,1321.49,1372.62,1320.66,1371.68,3.8,22.78,4.15,2.0209,41.21,2.26,7.78,1.12,1121.07,25.48,0.38
1737,1737,801230,综合,2012/12/17 0:00:00,1370.89,1380.81,1363.58,1377.89,3.05,18.5,0.45,1.6228,41.39,2.27,7.78,0.95,1125.57,25.58,0.37
1736,1736,801230,综合,2012/12/18 0:00:00,1373.48,1392.08,1366.36,1375.38,3.04,18.08,-0.18,1.6201,41.32,2.26,7.77,1.03,1120.16,25.46,0.37
1735,1735,801230,综合,2012/12/19 0:00:00,1372.9,1376.71,1361.08,1366.39,2.17,13.04,-0.65,1.1528,41.05,2.25,7.72,0.94,1111.56,25.26,0.38
1734,1734,801230,综合,2012/12/20 0:00:00,1365.02,1367.71,1349.09,1363.86,2.19,13.69,-0.19,1.1661,40.97,2.24,7.73,0.93,1110.74,25.24,0.38
1733,1733,801230,综合,2012/12/21 0:00:00,1363.04,1376.32,1354.85,1359.33,1.91,12.31,-0.33,1.0147,40.83,2.24,7.75,0.76,1106.25,25.14,0.38
1732,1732,801230,综合,2012/12/24 0:00:00,1357.9,1371.63,1357.9,1367.32,1.53,10.05,0.59,0.8141,41.07,2.25,7.82,0.75,1111.49,25.26,0.38
1731,1731,801230,综合,2012/12/25 0:00:00,1369.06,1400.86,1365.71,1396.53,2.94,18.23,2.14,1.5651,41.95,2.3,7.94,0.85,1138.91,25.88,0.37
1730,1730,801230,综合,2012/12/26 0:00:00,1397.41,1411.49,1395.54,1411.15,2.59,16.14,1.05,1.3794,42.39,2.32,8.04,0.84,1152.86,26.2,0.37
1729,1729,801230,综合,2012/12/27 0:00:00,1415.21,1419.48,1401.16,1404.27,2.95,18.01,-0.49,1.5697,42.21,2.31,8.05,0.92,1145.06,26.02,0.37
1728,1728,801230,综合,2012/12/28 0:00:00,1405.54,1432.01,1405.54,1431.5,2.72,17.28,1.94,1.4454,43.03,2.36,8.19,1.0,1173.24,26.66,0.36
1727,1727,801230,综合,2012/12/31 0:00:00,1438.33,1450.24,1435.35,1445.95,3.01,18.98,1.01,1.6009,43.46,2.37,8.25,0.99,1184.55,26.92,0.36
1726,1726,801230,综合,2013/1/4 0:00:00,1454.72,1456.14,1424.91,1433.44,2.62,16.33,-0.86,1.3966,43.08,2.35,8.21,0.79,1170.54,26.6,0.36
1725,1725,801230,综合,2013/1/7 0:00:00,1431.79,1449.05,1428.26,1448.28,2.36,14.89,1.04,1.2544,43.53,2.37,8.32,0.82,1181.33,26.85,0.36
1724,1724,801230,综合,2013/1/8 0:00:00,1447.11,1469.99,1436.82,1469.01,3.38,21.3,1.43,1.797,44.16,2.41,8.41,1.02,1202.9,27.34,0.35
1723,1723,801230,综合,2013/1/9 0:00:00,1463.12,1479.37,1456.52,1468.24,3.22,19.87,-0.05,1.7102,44.14,2.4,8.42,0.96,1200.74,27.29,0.35
1722,1722,801230,综合,2013/1/10 0:00:00,1469.53,1484.35,1469.53,1483.22,3.09,20.21,1.02,1.6404,44.59,2.43,8.49,1.08,1211.02,27.52,0.35
1721,1721,801230,综合,2013/1/11 0:00:00,1481.74,1483.0,1448.27,1451.0,3.0,17.84,-2.17,1.5949,43.62,2.37,8.36,0.88,1185.52,26.94,0.35
1720,1720,801230,综合,2013/1/14 0:00:00,1460.02,1497.28,1454.91,1496.16,4.11,26.69,3.11,2.1848,44.98,2.45,8.59,1.1,1221.81,27.77,0.34
1719,1719,801230,综合,2013/1/15 0:00:00,1496.58,1531.12,1495.86,1524.24,4.54,30.53,1.88,2.4126,45.82,2.5,8.75,1.1,1242.79,28.25,0.34
1718,1718,801230,综合,2013/1/16 0:00:00,1528.62,1530.22,1500.8,1526.78,4.28,28.93,0.17,2.2754,45.9,2.5,8.8,1.14,1244.58,28.29,0.34
1717,1717,801230,综合,2013/1/17 0:00:00,1528.02,1528.13,1505.84,1509.21,3.25,23.7,-1.15,1.724,45.43,2.44,8.71,1.21,1229.16,27.94,0.34
1716,1716,801230,综合,2013/1/18 0:00:00,1510.98,1532.92,1510.59,1532.4,2.82,19.99,1.54,1.4957,46.13,2.48,8.84,0.98,1248.22,28.37,0.34
1715,1715,801230,综合,2013/1/21 0:00:00,1536.27,1544.77,1528.82,1544.77,2.81,19.69,0.81,1.4925,46.5,2.49,8.93,0.91,1258.96,28.61,0.33
1714,1714,801230,综合,2013/1/22 0:00:00,1545.76,1551.13,1524.05,1530.58,2.89,19.43,-0.92,1.5355,45.67,2.47,8.86,0.83,1246.28,28.32,0.34
1713,1713,801230,综合,2013/1/23 0:00:00,1530.87,1543.21,1516.5,1541.22,2.7,17.93,0.7,1.4358,45.98,2.49,8.91,0.97,1252.96,28.48,0.33
1712,1712,801230,综合,2013/1/24 0:00:00,1540.59,1551.61,1497.42,1507.42,3.24,21.64,-2.19,1.7221,45.18,2.38,8.76,0.87,1223.74,27.81,0.34
1711,1711,801230,综合,2013/1/25 0:00:00,1510.03,1514.69,1494.69,1501.71,2.0,14.18,-0.38,1.0611,45.01,2.37,8.74,0.94,1217.99,27.68,0.34
1710,1710,801230,综合,2013/1/28 0:00:00,1500.68,1538.84,1500.33,1538.84,2.68,18.3,2.47,1.4223,46.12,2.43,8.89,0.89,1250.78,28.43,0.33
1709,1709,801230,综合,2013/1/29 0:00:00,1537.32,1548.19,1533.24,1545.64,2.92,21.29,0.44,1.5507,46.33,2.44,8.92,0.93,1255.89,28.54,0.33
1708,1708,801230,综合,2013/1/30 0:00:00,1559.57,1569.71,1548.04,1565.04,4.69,33.41,1.26,2.49,46.91,2.48,8.98,1.48,1268.59,28.83,0.33
1707,1707,801230,综合,2013/1/31 0:00:00,1563.99,1567.51,1555.08,1566.85,3.9,28.65,0.12,2.0718,46.96,2.48,8.99,1.37,1271.12,28.89,0.33
1706,1706,801230,综合,2013/2/1 0:00:00,1564.08,1585.48,1555.68,1584.95,4.77,34.71,1.16,2.5349,47.5,2.51,9.02,1.57,1282.12,29.14,0.32
1705,1705,801230,综合,2013/2/4 0:00:00,1588.23,1592.26,1560.83,1561.75,4.13,29.24,-1.46,2.1961,46.94,2.54,8.86,1.12,1266.0,28.77,0.33
1704,1704,801230,综合,2013/2/5 0:00:00,1553.18,1586.47,1550.17,1586.47,3.34,24.19,1.58,1.7766,47.11,2.64,8.98,1.12,1284.36,29.19,0.32
1703,1703,801230,综合,2013/2/6 0:00:00,1586.56,1606.62,1584.27,1600.58,3.32,24.3,0.89,1.7630000000000001,47.53,2.67,9.06,1.3,1294.32,29.42,0.32
1702,1702,801230,综合,2013/2/7 0:00:00,1597.71,1600.25,1582.22,1593.22,2.57,19.2,-0.46,1.3656,47.31,2.65,9.09,1.02,1287.37,29.26,0.32
1701,1701,801230,综合,2013/2/8 0:00:00,1592.43,1609.87,1591.59,1608.51,2.44,17.91,0.96,1.2983,47.76,2.68,9.19,0.98,1300.66,29.56,0.32
1700,1700,801230,综合,2013/2/18 0:00:00,1616.74,1627.19,1609.04,1625.9,3.24,24.35,1.08,1.6803,48.94,2.73,9.16,1.23,1344.57,28.61,0.31
1699,1699,801230,综合,2013/2/19 0:00:00,1628.08,1632.64,1602.35,1606.89,3.63,25.15,-1.17,1.8762,48.37,2.69,9.11,1.26,1338.94,28.49,0.31
1698,1698,801230,综合,2013/2/20 0:00:00,1609.05,1631.61,1605.78,1631.26,3.78,26.23,1.52,1.9535,49.11,2.73,9.23,1.39,1361.87,28.98,0.3
1697,1697,801230,综合,2013/2/21 0:00:00,1618.31,1619.19,1586.9,1594.25,3.82,27.72,-2.27,1.9743,47.99,2.67,9.11,1.16,1333.07,28.36,0.31
1696,1696,801230,综合,2013/2/22 0:00:00,1593.22,1610.3,1591.14,1594.25,3.22,24.28,0.0,1.6612,47.99,2.66,9.16,1.42,1331.54,28.33,0.31
1695,1695,801230,综合,2013/2/25 0:00:00,1596.88,1615.62,1596.86,1611.22,2.82,22.37,1.06,1.4572,48.5,2.69,9.27,1.43,1345.62,28.63,0.31
1694,1694,801230,综合,2013/2/26 0:00:00,1602.61,1623.31,1590.97,1590.97,3.62,26.45,-1.26,1.8701,47.89,2.65,9.19,1.3,1336.47,28.44,0.31
1693,1693,801230,综合,2013/2/27 0:00:00,1597.51,1615.32,1596.28,1612.43,3.2,24.06,1.35,1.6516,48.54,2.68,9.33,1.42,1361.46,28.97,0.31
1692,1692,801230,综合,2013/2/28 0:00:00,1619.46,1645.18,1610.72,1644.92,3.88,31.26,2.02,2.0044,49.53,2.74,9.47,1.46,1395.4,29.69,0.3
1691,1691,801230,综合,2013/3/1 0:00:00,1648.17,1678.29,1643.79,1678.12,4.35,35.07,2.02,2.2487,50.53,2.79,9.65,1.6,1428.01,30.38,0.3
1690,1690,801230,综合,2013/3/4 0:00:00,1674.2,1674.3,1620.62,1631.82,5.81,42.6,-2.76,2.9986,49.13,2.71,9.46,1.56,1397.18,29.73,0.3
1689,1689,801230,综合,2013/3/5 0:00:00,1627.18,1667.34,1621.85,1665.38,4.66,33.78,2.06,2.4049,50.14,2.77,9.63,1.54,1418.61,30.18,0.3
1688,1688,801230,综合,2013/3/6 0:00:00,1668.0,1683.25,1665.67,1676.19,4.99,37.17,0.65,2.5782,47.91,2.82,9.65,1.48,1423.79,30.29,0.3
1687,1687,801230,综合,2013/3/7 0:00:00,1674.01,1677.71,1646.64,1664.05,5.41,38.64,-0.72,2.7934,47.56,2.8,9.57,1.56,1408.7,29.97,0.3
1686,1686,801230,综合,2013/3/8 0:00:00,1663.09,1672.12,1646.28,1652.95,3.62,26.11,-0.67,1.8669,47.24,2.78,9.53,1.51,1403.37,29.86,0.3
1685,1685,801230,综合,2013/3/11 0:00:00,1643.75,1654.8,1638.09,1650.41,2.92,21.48,-0.15,1.5062,47.17,2.77,9.51,1.5,1402.39,29.84,0.3
1684,1684,801230,综合,2013/3/12 0:00:00,1645.42,1657.38,1591.49,1610.46,3.97,29.66,-2.42,2.052,46.03,2.7,9.31,1.53,1373.39,29.22,0.31
1683,1683,801230,综合,2013/3/13 0:00:00,1605.4,1615.06,1591.18,1612.0,3.33,25.26,0.1,1.7202,46.07,2.7,9.33,1.74,1385.37,29.48,0.31
1682,1682,801230,综合,2013/3/14 0:00:00,1606.7,1627.73,1603.95,1611.73,3.24,23.89,-0.02,1.6734,46.06,2.7,9.31,1.86,1379.75,29.36,0.31
1681,1681,801230,综合,2013/3/15 0:00:00,1608.52,1642.43,1600.53,1623.59,3.64,26.67,0.74,1.8795,46.4,2.72,9.34,1.47,1387.48,29.52,0.31
1680,1680,801230,综合,2013/3/18 0:00:00,1618.73,1629.86,1614.71,1617.41,3.3,25.2,-0.38,1.7067,46.23,2.71,9.32,1.67,1387.85,29.53,0.31
1679,1679,801230,综合,2013/3/19 0:00:00,1617.22,1627.36,1598.12,1625.06,3.05,22.41,0.47,1.5729,46.69,2.72,9.36,1.58,1391.86,29.61,0.31
1678,1678,801230,综合,2013/3/20 0:00:00,1622.78,1662.8,1621.78,1662.8,3.65,26.09,2.32,1.8840000000000001,47.38,2.79,9.54,1.31,1420.0,30.21,0.3
1677,1677,801230,综合,2013/3/21 0:00:00,1659.49,1682.27,1659.33,1675.52,4.36,32.66,0.76,2.2492,47.88,2.81,9.6,1.67,1430.91,30.44,0.3
1676,1676,801230,综合,2013/3/22 0:00:00,1670.61,1677.39,1659.31,1667.87,3.77,28.31,-0.46,1.9448,47.66,2.79,9.56,1.73,1418.73,30.19,0.3
1675,1675,801230,综合,2013/3/25 0:00:00,1671.99,1681.62,1666.32,1676.31,3.31,25.41,0.51,1.7092,47.9,2.81,9.63,1.57,1424.06,30.3,0.3
1674,1674,801230,综合,2013/3/26 0:00:00,1670.55,1670.55,1643.79,1659.81,3.33,24.0,-0.98,1.7172,47.13,2.77,9.59,1.42,1405.01,29.89,0.3
1673,1673,801230,综合,2013/3/27 0:00:00,1656.78,1670.02,1647.95,1661.32,2.95,22.12,0.09,1.5251,47.17,2.78,9.61,1.39,1406.0,29.91,0.3
1672,1672,801230,综合,2013/3/28 0:00:00,1649.0,1649.91,1597.33,1597.44,3.29,23.47,-3.85,1.6983,46.52,2.68,9.37,1.24,1351.07,28.75,0.31
1671,1671,801230,综合,2013/3/29 0:00:00,1600.2,1606.96,1588.37,1593.89,2.34,17.33,-0.22,1.2078,45.77,2.67,9.36,1.29,1344.58,28.61,0.31
1670,1670,801230,综合,2013/4/1 0:00:00,1592.13,1612.27,1592.13,1599.78,2.01,15.09,0.37,1.038,46.01,2.67,9.35,1.15,1350.55,28.74,0.31
1669,1669,801230,综合,2013/4/2 0:00:00,1599.74,1610.92,1579.93,1582.84,2.42,17.58,-1.06,1.2483,45.52,2.64,9.28,1.15,1338.84,28.49,0.31
1668,1668,801230,综合,2013/4/3 0:00:00,1585.56,1590.57,1564.77,1572.97,2.56,18.42,-0.62,1.3204,45.24,2.63,9.19,1.37,1332.58,28.35,0.32
1667,1667,801230,综合,2013/4/8 0:00:00,1547.85,1578.34,1531.09,1578.34,2.67,18.56,0.34,1.3763,45.4,2.64,9.23,1.29,1331.27,28.32,0.31
1666,1666,801230,综合,2013/4/9 0:00:00,1577.19,1599.22,1576.36,1595.08,2.43,17.83,1.06,1.2523,45.39,2.66,9.33,1.29,1345.05,28.62,0.31
1665,1665,801230,综合,2013/4/10 0:00:00,1594.21,1600.03,1574.0,1586.12,2.5,17.86,-0.56,1.2928,45.13,2.64,9.25,1.31,1335.56,28.42,0.31
1664,1664,801230,综合,2013/4/11 0:00:00,1594.62,1602.9,1584.65,1585.26,2.41,17.09,-0.05,1.2464,45.11,2.64,9.24,1.44,1337.55,28.46,0.31
1663,1663,801230,综合,2013/4/12 0:00:00,1580.98,1583.07,1560.64,1562.86,2.15,14.61,-1.41,1.1083,44.38,2.62,9.12,1.32,1319.55,28.08,0.32
1662,1662,801230,综合,2013/4/15 0:00:00,1550.6,1554.24,1528.56,1532.74,1.88,12.73,-1.93,0.9722,43.41,2.58,8.93,1.15,1296.75,27.59,0.32
1661,1661,801230,综合,2013/4/16 0:00:00,1515.77,1544.73,1510.43,1544.22,1.83,12.77,0.75,0.9438,43.44,2.55,8.97,1.05,1309.63,27.86,0.32
1660,1660,801230,综合,2013/4/17 0:00:00,1544.08,1548.36,1530.52,1545.68,1.62,11.88,0.09,0.8367,43.49,2.56,9.0,1.01,1311.61,27.91,0.32
1659,1659,801230,综合,2013/4/18 0:00:00,1535.22,1556.3,1530.22,1555.54,1.98,14.31,0.64,1.024,43.76,2.57,9.07,1.15,1316.18,28.0,0.32
1658,1658,801230,综合,2013/4/19 0:00:00,1558.35,1594.26,1558.26,1591.01,3.19,23.22,2.28,1.6496,45.04,2.58,9.28,1.28,1344.82,28.61,0.37
1657,1657,801230,综合,2013/4/22 0:00:00,1581.74,1608.35,1580.1,1608.18,3.06,22.82,1.08,1.5821,46.78,2.61,9.4,1.33,1353.15,28.79,0.37
1656,1656,801230,综合,2013/4/23 0:00:00,1610.85,1611.78,1558.24,1560.08,3.23,22.86,-2.99,1.6664,46.01,2.55,9.21,1.35,1309.61,27.86,0.38
1655,1655,801230,综合,2013/4/24 0:00:00,1562.82,1595.37,1562.55,1588.72,2.74,20.66,1.84,1.4142,46.86,2.6,9.39,1.22,1330.84,28.32,0.37
1654,1654,801230,综合,2013/4/25 0:00:00,1585.65,1592.6,1565.94,1566.34,3.06,22.55,-1.41,1.5821,48.75,2.54,9.33,1.23,1310.6,27.89,0.38
1653,1653,801230,综合,2013/4/26 0:00:00,1570.61,1576.75,1540.7,1545.24,2.36,17.5,-1.35,1.2199,48.13,2.48,9.24,1.27,1292.2,27.49,0.38
1652,1652,801230,综合,2013/5/2 0:00:00,1538.6,1555.76,1532.91,1545.08,1.73,12.58,-0.01,0.8914,23.33,2.49,8.92,1.05,1292.72,27.5,0.39
1651,1651,801230,综合,2013/5/3 0:00:00,1547.06,1575.3,1546.72,1570.89,2.03,14.84,1.67,1.0458,23.72,2.53,9.08,0.93,1314.67,27.97,0.38
1650,1650,801230,综合,2013/5/6 0:00:00,1574.13,1599.42,1573.97,1597.32,2.54,19.0,1.68,1.3072,24.11,2.58,9.21,1.08,1335.76,28.42,0.37
1649,1649,801230,综合,2013/5/7 0:00:00,1596.77,1610.66,1593.21,1606.29,3.13,23.56,0.56,1.6106,24.25,2.59,9.25,1.42,1345.16,28.62,0.37
1648,1648,801230,综合,2013/5/8 0:00:00,1607.08,1625.43,1607.05,1619.64,3.43,25.0,0.83,1.7632,25.8,2.61,9.3,1.43,1364.47,29.03,0.33
1647,1647,801230,综合,2013/5/9 0:00:00,1618.2,1633.65,1612.08,1631.32,4.0,31.03,0.72,2.0584,25.98,2.62,9.41,1.56,1376.95,29.3,0.33
1646,1646,801230,综合,2013/5/10 0:00:00,1634.13,1657.87,1630.24,1657.73,3.43,27.51,1.62,1.7625,26.4,2.67,9.58,1.54,1394.06,29.66,0.32
